Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
7.85302E-4,97.012687098,0.758632603,0.004365079,0.981164384,0
7.9596E-4,97.250371782,0.761092264,0.003968254,0.982020548,0
8.22881E-4,97.573432839,0.767087759,0.003439153,0.985445205,0
8.2936E-4,97.821831737,0.768486046,0.003042328,0.985445205,0
8.47643E-4,98.074496453,0.772342874,0.002645503,0.98630137,0
8.6196E-4,98.331923327,0.775274447,0.002248677,0.988013699,0
8.73565E-4,98.506260029,0.77759587,0.001984127,0.989726027,0
9.07969E-4,98.775432564,0.784204471,0.001587302,0.990582192,0
9.97308E-4,99.062702468,0.799662789,0.001190476,0.993150685,0
1.02114E-3,99.266752223,0.803418892,0.000925926,0.994863014,0
1.05092E-3,99.577762601,0.807920294,0.000529101,0.997431507,0
1.31463E-3,99.817041799,0.840297237,0.00026455,0.998287671,0
1.82958E-3,100,0.879845849,0.000132275,0.999143836,0
1.82958E-3,100,0.879845849,0.000132275,1,0
