ID,Observational,Latitude_decimal_degrees,Longitude_decimal_degrees
612_Kukkonen2004_kukkonen_A_2_1_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_2_1_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_3_1_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_3_1_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_4_1_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_4_1_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_5_1_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_5_1_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_6_1_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_6_1_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_7_1_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_7_1_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_8_1_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_8_1_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_1_2_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_1_2_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_2_2_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_2_2_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_3_2_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_3_2_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_4_2_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_4_2_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_5_2_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_5_2_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_6_2_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_6_2_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_7_2_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_7_2_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_8_2_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_8_2_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_1_3_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_1_3_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_2_3_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_2_3_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_3_3_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_3_3_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_4_3_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_4_3_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_5_3_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_5_3_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_6_3_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_6_3_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_7_3_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_7_3_b,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_8_3_a,Experimental,62.4166667,26
612_Kukkonen2004_kukkonen_A_8_3_b,Experimental,62.4166667,26
613_Lopez-Hernandez2004_Lopez2004_NS,Observation,5.75,-67.55
613_Lopez-Hernandez2004_Lopez2004_AFS,Observation,5.75,-67.55
6404_Holdsworth2007_holdsworth_A50,Observation,46.14392,-90.93578
6404_Holdsworth2007_holdsworth_A100,Observation,46.14351,-90.93507
6404_Holdsworth2007_holdsworth_A150,Observation,46.14371,-90.93454
6404_Holdsworth2007_holdsworth_A200,Observation,46.14368,-90.93381
6404_Holdsworth2007_holdsworth_A250,Observation,46.14345,-90.93334
6404_Holdsworth2007_holdsworth_A300,Observation,46.14344,-90.93265
6404_Holdsworth2007_holdsworth_A350,Observation,46.14345,-90.93176
6404_Holdsworth2007_holdsworth_A400,Observation,46.14332,-90.93118
6404_Holdsworth2007_holdsworth_A450,Observation,46.14328,-90.9307
6404_Holdsworth2007_holdsworth_A500,Observation,46.14326,-90.93006
6404_Holdsworth2007_holdsworth_B50,Observation,46.08895,-91.06758
6404_Holdsworth2007_holdsworth_B100,Observation,46.08872,-91.06809
6404_Holdsworth2007_holdsworth_B150,Observation,46.08796,-91.06824
6404_Holdsworth2007_holdsworth_B200,Observation,46.08758,-91.06873
6404_Holdsworth2007_holdsworth_B250,Observation,46.08742,-91.06915
6404_Holdsworth2007_holdsworth_B300,Observation,46.08716,-91.06944
6404_Holdsworth2007_holdsworth_B350,Observation,46.08666,-91.06995
6404_Holdsworth2007_holdsworth_B400,Observation,46.08639,-91.06997
6404_Holdsworth2007_holdsworth_C50,Observation,46.36107,-91.25797
6404_Holdsworth2007_holdsworth_C100,Observation,46.36105,-91.25861
6404_Holdsworth2007_holdsworth_C150,Observation,46.36098,-91.25958
6404_Holdsworth2007_holdsworth_C200,Observation,46.36081,-91.26028
6404_Holdsworth2007_holdsworth_C250,Observation,46.36076,-91.26094
6404_Holdsworth2007_holdsworth_C300,Observation,46.36076,-91.26158
6404_Holdsworth2007_holdsworth_C350,Observation,46.36067,-91.26222
6404_Holdsworth2007_holdsworth_C400,Observation,46.36069,-91.2628
6404_Holdsworth2007_holdsworth_C450,Observation,46.36048,-91.26332
6404_Holdsworth2007_holdsworth_C500,Observation,46.36047,-91.26403
6404_Holdsworth2007_holdsworth_D150,Observation,46.34594,-91.26521
6404_Holdsworth2007_holdsworth_D200,Observation,46.34614,-91.26579
6404_Holdsworth2007_holdsworth_D250,Observation,46.34621,-91.26634
6404_Holdsworth2007_holdsworth_D300,Observation,46.34618,-91.26699
6404_Holdsworth2007_holdsworth_D350,Observation,46.34633,-91.26756
6404_Holdsworth2007_holdsworth_D400,Observation,46.3465,-91.26809
6404_Holdsworth2007_holdsworth_D450,Observation,46.34658,-91.26876
6404_Holdsworth2007_holdsworth_D500,Observation,46.3465,-91.26942
6404_Holdsworth2007_holdsworth_E50,Observation,46.37462,-91.2587
6404_Holdsworth2007_holdsworth_E100,Observation,46.37498,-91.25852
6404_Holdsworth2007_holdsworth_E150,Observation,46.37539,-91.25849
6404_Holdsworth2007_holdsworth_E200,Observation,46.37585,-91.25836
6404_Holdsworth2007_holdsworth_E250,Observation,46.37628,-91.25825
6404_Holdsworth2007_holdsworth_E300,Observation,46.37672,-91.25816
6404_Holdsworth2007_holdsworth_E400,Observation,46.37747,-91.25795
6404_Holdsworth2007_holdsworth_E450,Observation,46.37806,-91.25772
6404_Holdsworth2007_holdsworth_F50,Observation,46.37373,-91.2654
6404_Holdsworth2007_holdsworth_F100,Observation,46.37409,-91.26556
6404_Holdsworth2007_holdsworth_F150,Observation,46.37456,-91.26561
6404_Holdsworth2007_holdsworth_F200,Observation,46.37491,-91.26572
6404_Holdsworth2007_holdsworth_F400,Observation,46.37653,-91.26626
6404_Holdsworth2007_holdsworth_F450,Observation,46.37708,-91.26631
6404_Holdsworth2007_holdsworth_F500,Observation,46.37751,-91.26632
6404_Holdsworth2007_holdsworth_F550,Observation,46.37796,-91.26666
6404_Holdsworth2007_holdsworth_G100,Observation,46.38722,-91.31318
6404_Holdsworth2007_holdsworth_G150,Observation,46.38747,-91.3138
6404_Holdsworth2007_holdsworth_G200,Observation,46.38749,-91.31417
6404_Holdsworth2007_holdsworth_G250,Observation,46.38786,-91.31485
6404_Holdsworth2007_holdsworth_G300,Observation,46.388,-91.31541
6404_Holdsworth2007_holdsworth_G350,Observation,46.38818,-91.31604
6404_Holdsworth2007_holdsworth_G450,Observation,46.38873,-91.31715
6404_Holdsworth2007_holdsworth_G500,Observation,46.3888,-91.31779
6404_Holdsworth2007_holdsworth_H50,Observation,46.29948,-91.21369
6404_Holdsworth2007_holdsworth_H100,Observation,46.29966,-91.21307
6404_Holdsworth2007_holdsworth_H150,Observation,46.29965,-91.2125
6404_Holdsworth2007_holdsworth_H200,Observation,46.29972,-91.21186
6404_Holdsworth2007_holdsworth_H250,Observation,46.29972,-91.21127
6404_Holdsworth2007_holdsworth_H300,Observation,46.29971,-91.2106
6404_Holdsworth2007_holdsworth_H350,Observation,46.29987,-91.21005
6404_Holdsworth2007_holdsworth_H400,Observation,46.29973,-91.20937
6404_Holdsworth2007_holdsworth_I75,Observation,46.29169,-91.15549
6404_Holdsworth2007_holdsworth_I100,Observation,46.29145,-91.15558
6404_Holdsworth2007_holdsworth_I150,Observation,46.29135,-91.15613
6404_Holdsworth2007_holdsworth_I200,Observation,46.29095,-91.15685
6404_Holdsworth2007_holdsworth_I250,Observation,46.29083,-91.1573
6404_Holdsworth2007_holdsworth_I300,Observation,46.29069,-91.15786
6404_Holdsworth2007_holdsworth_I350,Observation,46.29049,-91.15857
6404_Holdsworth2007_holdsworth_I400,Observation,46.29036,-91.15917
6404_Holdsworth2007_holdsworth_J50,Observation,46.28379,-91.15863
6404_Holdsworth2007_holdsworth_J100,Observation,46.2836,-91.15899
6404_Holdsworth2007_holdsworth_J150,Observation,46.28333,-91.15981
6404_Holdsworth2007_holdsworth_J200,Observation,46.28331,-91.16034
6404_Holdsworth2007_holdsworth_J250,Observation,46.2832,-91.16096
6404_Holdsworth2007_holdsworth_J300,Observation,46.28307,-91.16157
6404_Holdsworth2007_holdsworth_J350,Observation,46.28308,-91.16212
6404_Holdsworth2007_holdsworth_J425,Observation,46.28287,-91.16305
6404_Holdsworth2007_holdsworth_K50,Observation,46.40704,-91.2953
6404_Holdsworth2007_holdsworth_K150,Observation,46.4073,-91.29413
6404_Holdsworth2007_holdsworth_K200,Observation,46.40741,-91.29372
6404_Holdsworth2007_holdsworth_K250,Observation,46.40772,-91.29323
6404_Holdsworth2007_holdsworth_K300,Observation,46.40784,-91.29265
6404_Holdsworth2007_holdsworth_K350,Observation,46.40796,-91.29192
6404_Holdsworth2007_holdsworth_K400,Observation,46.40817,-91.29152
6404_Holdsworth2007_holdsworth_K450,Observation,46.40828,-91.29102
6404_Holdsworth2007_holdsworth_L50,Observation,46.40456,-91.30182
6404_Holdsworth2007_holdsworth_L100,Observation,46.40448,-91.30252
6404_Holdsworth2007_holdsworth_L150,Observation,46.40481,-91.3034
6404_Holdsworth2007_holdsworth_L200,Observation,46.40472,-91.3038
6404_Holdsworth2007_holdsworth_L250,Observation,46.40465,-91.30448
6404_Holdsworth2007_holdsworth_L400,Observation,46.40445,-91.30636
6404_Holdsworth2007_holdsworth_L450,Observation,46.40411,-91.30684
6404_Holdsworth2007_holdsworth_L500,Observation,46.40431,-91.30767
6404_Holdsworth2007_holdsworth_M50,Observation,46.42106,-91.31184
6404_Holdsworth2007_holdsworth_M100,Observation,46.42138,-91.31152
6404_Holdsworth2007_holdsworth_M150,Observation,46.42182,-91.31113
6404_Holdsworth2007_holdsworth_M200,Observation,46.42211,-91.31092
6404_Holdsworth2007_holdsworth_M250,Observation,46.42258,-91.31066
6404_Holdsworth2007_holdsworth_M350,Observation,46.42322,-91.31001
6404_Holdsworth2007_holdsworth_M400,Observation,46.42368,-91.3098
6404_Holdsworth2007_holdsworth_N100,Observation,46.42015,-91.30908
6404_Holdsworth2007_holdsworth_N150,Observation,46.42055,-91.30899
6404_Holdsworth2007_holdsworth_N200,Observation,46.42094,-91.30871
6404_Holdsworth2007_holdsworth_N250,Observation,46.42121,-91.30824
6404_Holdsworth2007_holdsworth_N300,Observation,46.42158,-91.30786
6404_Holdsworth2007_holdsworth_P50,Observation,46.32078,-90.8509
6404_Holdsworth2007_holdsworth_P150,Observation,46.32138,-90.85199
6404_Holdsworth2007_holdsworth_P200,Observation,46.32148,-90.85277
6404_Holdsworth2007_holdsworth_P250,Observation,46.32176,-90.85305
6404_Holdsworth2007_holdsworth_P300,Observation,46.3219,-90.85354
6404_Holdsworth2007_holdsworth_P350,Observation,46.32212,-90.85414
6404_Holdsworth2007_holdsworth_P400,Observation,46.32238,-90.85478
6404_Holdsworth2007_holdsworth_Q50,Observation,46.35168,-91.28859
6404_Holdsworth2007_holdsworth_Q100,Observation,46.35188,-91.28924
6404_Holdsworth2007_holdsworth_Q150,Observation,46.35183,-91.28973
6404_Holdsworth2007_holdsworth_Q200,Observation,46.35199,-91.29037
6404_Holdsworth2007_holdsworth_Q250,Observation,46.352,-91.291
6404_Holdsworth2007_holdsworth_Q350,Observation,46.3522,-91.29222
6404_Holdsworth2007_holdsworth_Q400,Observation,46.35247,-91.29295
6404_Holdsworth2007_holdsworth_Q450,Observation,46.35255,-91.29324
6404_Holdsworth2007_holdsworth_R100,Observation,46.38907,-91.2814
6404_Holdsworth2007_holdsworth_R200,Observation,46.38807,-91.2819
6404_Holdsworth2007_holdsworth_R250,Observation,46.38737,-91.28191
6404_Holdsworth2007_holdsworth_R300,Observation,46.3873,-91.28224
6404_Holdsworth2007_holdsworth_R350,Observation,46.38673,-91.28233
6404_Holdsworth2007_holdsworth_R400,Observation,46.3863,-91.28249
6404_Holdsworth2007_holdsworth_S50,Observation,46.42943,-91.31569
6404_Holdsworth2007_holdsworth_S100,Observation,46.42956,-91.31658
6404_Holdsworth2007_holdsworth_S150,Observation,46.42956,-91.3169
6404_Holdsworth2007_holdsworth_S200,Observation,46.42914,-91.31747
6404_Holdsworth2007_holdsworth_S250,Observation,46.42926,-91.3182
6404_Holdsworth2007_holdsworth_S300,Observation,46.42917,-91.31877
6404_Holdsworth2007_holdsworth_S350,Observation,46.42904,-91.31951
6404_Holdsworth2007_holdsworth_S400,Observation,46.42864,-91.31996
6404_Holdsworth2007_holdsworth_T50,Observation,46.40152,-91.26944
6404_Holdsworth2007_holdsworth_T100,Observation,46.40128,-91.26926
6404_Holdsworth2007_holdsworth_T150,Observation,46.40093,-91.26956
6404_Holdsworth2007_holdsworth_T200,Observation,46.4002,-91.2695
6404_Holdsworth2007_holdsworth_T350,Observation,46.39902,-91.26848
6404_Holdsworth2007_holdsworth_T400,Observation,46.39862,-91.26843
6404_Holdsworth2007_holdsworth_T450,Observation,46.39818,-91.26836
6404_Holdsworth2007_holdsworth_U300,Observation,46.37098,-91.28801
6404_Holdsworth2007_holdsworth_AA50,Observation,47.58144,-94.55168
6404_Holdsworth2007_holdsworth_AA100,Observation,47.58156,-94.55238
6404_Holdsworth2007_holdsworth_AA150,Observation,47.58164,-94.55297
6404_Holdsworth2007_holdsworth_AA200,Observation,47.5817,-94.55357
6404_Holdsworth2007_holdsworth_AA250,Observation,47.58164,-94.5542
6404_Holdsworth2007_holdsworth_AA300,Observation,47.58166,-94.55485
6404_Holdsworth2007_holdsworth_AA350,Observation,47.58154,-94.55544
6404_Holdsworth2007_holdsworth_AA400,Observation,47.5817,-94.55621
6404_Holdsworth2007_holdsworth_BB150,Observation,47.54814,-94.51046
6404_Holdsworth2007_holdsworth_BB200,Observation,47.54852,-94.51019
6404_Holdsworth2007_holdsworth_BB250,Observation,47.54895,-94.50996
6404_Holdsworth2007_holdsworth_BB300,Observation,47.54934,-94.50976
6404_Holdsworth2007_holdsworth_BB350,Observation,47.54978,-94.5095
6404_Holdsworth2007_holdsworth_BB400,Observation,47.55017,-94.50928
6404_Holdsworth2007_holdsworth_BB450,Observation,47.55059,-94.50906
6404_Holdsworth2007_holdsworth_BB500,Observation,47.55104,-94.50879
6404_Holdsworth2007_holdsworth_CC50,Observation,47.31712,-94.46024
6404_Holdsworth2007_holdsworth_CC100,Observation,47.31687,-94.45978
6404_Holdsworth2007_holdsworth_CC150,Observation,47.31659,-94.45935
6404_Holdsworth2007_holdsworth_CC200,Observation,47.31654,-94.45858
6404_Holdsworth2007_holdsworth_CC250,Observation,47.3164,-94.45804
6404_Holdsworth2007_holdsworth_CC300,Observation,47.31625,-94.45745
6404_Holdsworth2007_holdsworth_CC350,Observation,47.3162,-94.45693
6404_Holdsworth2007_holdsworth_CC400,Observation,47.31596,-94.45621
6404_Holdsworth2007_holdsworth_DD50,Observation,47.2474,-94.40062
6404_Holdsworth2007_holdsworth_DD150,Observation,47.24718,-94.39937
6404_Holdsworth2007_holdsworth_DD200,Observation,NA,NA
6404_Holdsworth2007_holdsworth_DD250,Observation,47.24703,-94.3982
6404_Holdsworth2007_holdsworth_DD300,Observation,47.24707,-94.39765
6404_Holdsworth2007_holdsworth_DD350,Observation,47.24653,-94.39703
6404_Holdsworth2007_holdsworth_DD400,Observation,47.24644,-94.39637
6404_Holdsworth2007_holdsworth_EE50,Observation,47.2269,-94.42167
6404_Holdsworth2007_holdsworth_EE100,Observation,47.22658,-94.42142
6404_Holdsworth2007_holdsworth_EE200,Observation,47.22607,-94.42052
6404_Holdsworth2007_holdsworth_EE300,Observation,47.22534,-94.41951
6404_Holdsworth2007_holdsworth_EE350,Observation,47.22529,-94.41906
6404_Holdsworth2007_holdsworth_EE400,Observation,47.22491,-94.41859
6404_Holdsworth2007_holdsworth_EE450,Observation,47.22474,-94.41833
6404_Holdsworth2007_holdsworth_EE500,Observation,47.22435,-94.41766
6404_Holdsworth2007_holdsworth_FF50,Observation,47.65279,-93.93548
6404_Holdsworth2007_holdsworth_FF100,Observation,47.65331,-93.93488
6404_Holdsworth2007_holdsworth_FF150,Observation,47.65332,-93.93438
6404_Holdsworth2007_holdsworth_FF200,Observation,47.65318,-93.93341
6404_Holdsworth2007_holdsworth_FF250,Observation,47.65335,-93.93301
6404_Holdsworth2007_holdsworth_FF300,Observation,47.65368,-93.93239
6404_Holdsworth2007_holdsworth_GG50,Observation,47.63208,-94.52634
6404_Holdsworth2007_holdsworth_GG200,Observation,47.63323,-94.52558
6404_Holdsworth2007_holdsworth_GG250,Observation,47.63366,-94.52571
6404_Holdsworth2007_holdsworth_GG300,Observation,47.63397,-94.52545
6404_Holdsworth2007_holdsworth_HH50,Observation,47.24434,-94.44665
6404_Holdsworth2007_holdsworth_HH100,Observation,47.24498,-94.44702
6404_Holdsworth2007_holdsworth_HH150,Observation,47.2454,-94.44723
6404_Holdsworth2007_holdsworth_HH200,Observation,47.24548,-94.44745
6404_Holdsworth2007_holdsworth_HH250,Observation,47.24582,-94.44753
6404_Holdsworth2007_holdsworth_HH300,Observation,47.24662,-94.44796
6404_Holdsworth2007_holdsworth_HH350,Observation,47.24719,-94.44799
6404_Holdsworth2007_holdsworth_HH400,Observation,47.24736,-94.44833
6404_Holdsworth2007_holdsworth_II50,Observation,47.62093,-94.50968
6404_Holdsworth2007_holdsworth_II200,Observation,47.62217,-94.51045
6404_Holdsworth2007_holdsworth_II350,Observation,47.6232,-94.51109
6404_Holdsworth2007_holdsworth_JJ100,Observation,47.44501,-94.32248
6404_Holdsworth2007_holdsworth_JJ150,Observation,47.44538,-94.32303
6404_Holdsworth2007_holdsworth_JJ200,Observation,47.4452,-94.32363
6404_Holdsworth2007_holdsworth_JJ250,Observation,47.44529,-94.32448
6404_Holdsworth2007_holdsworth_JJ300,Observation,47.44543,-94.32506
6404_Holdsworth2007_holdsworth_JJ350,Observation,47.44515,-94.32564
6404_Holdsworth2007_holdsworth_JJ400,Observation,47.4452,-94.32637
6404_Holdsworth2007_holdsworth_KK50,Observation,47.41242,-94.55776
6404_Holdsworth2007_holdsworth_KK100,Observation,47.41272,-94.55808
6404_Holdsworth2007_holdsworth_KK150,Observation,47.41294,-94.55903
6404_Holdsworth2007_holdsworth_KK200,Observation,47.41291,-94.55975
6404_Holdsworth2007_holdsworth_KK250,Observation,47.4131,-94.56016
6404_Holdsworth2007_holdsworth_KK300,Observation,47.41334,-94.56081
6404_Holdsworth2007_holdsworth_KK350,Observation,47.41317,-94.5615
6404_Holdsworth2007_holdsworth_KK400,Observation,47.41316,-94.56215
6404_Holdsworth2007_holdsworth_LL50,Observation,47.23968,-94.35829
6404_Holdsworth2007_holdsworth_LL100,Observation,47.2402,-94.35902
6404_Holdsworth2007_holdsworth_LL150,Observation,47.24074,-94.3585
6404_Holdsworth2007_holdsworth_LL250,Observation,47.24165,-94.35913
6404_Holdsworth2007_holdsworth_LL300,Observation,47.24218,-94.35889
6404_Holdsworth2007_holdsworth_LL350,Observation,47.24264,-94.35899
6404_Holdsworth2007_holdsworth_MM50,Observation,47.56256,-94.52178
6404_Holdsworth2007_holdsworth_MM100,Observation,47.56223,-94.52176
6404_Holdsworth2007_holdsworth_MM150,Observation,47.5617,-94.52181
6404_Holdsworth2007_holdsworth_MM200,Observation,47.56126,-94.52173
6404_Holdsworth2007_holdsworth_MM250,Observation,47.56085,-94.52177
6404_Holdsworth2007_holdsworth_MM300,Observation,47.56029,-94.52149
6404_Holdsworth2007_holdsworth_MM350,Observation,47.55991,-94.52154
6404_Holdsworth2007_holdsworth_MM400,Observation,47.55955,-94.52123
6404_Holdsworth2007_holdsworth_NN50,Observation,47.67827,-93.81075
6404_Holdsworth2007_holdsworth_NN100,Observation,47.67849,-93.81026
6404_Holdsworth2007_holdsworth_NN150,Observation,47.67734,-93.81029
6404_Holdsworth2007_holdsworth_NN200,Observation,47.67717,-93.80986
6404_Holdsworth2007_holdsworth_NN250,Observation,47.67662,-93.80947
6404_Holdsworth2007_holdsworth_NN300,Observation,47.67644,-93.80935
6404_Holdsworth2007_holdsworth_NN350,Observation,47.67604,-93.80888
6404_Holdsworth2007_holdsworth_NN400,Observation,47.67557,-93.80879
6404_Holdsworth2007_holdsworth_OO100,Observation,47.23368,-94.46161
6404_Holdsworth2007_holdsworth_OO150,Observation,47.2337,-94.46217
6404_Holdsworth2007_holdsworth_OO200,Observation,47.23379,-94.46299
6404_Holdsworth2007_holdsworth_OO250,Observation,47.23408,-94.46336
6404_Holdsworth2007_holdsworth_OO300,Observation,47.23415,-94.46398
6404_Holdsworth2007_holdsworth_OO350,Observation,47.23471,-94.4647
6404_Holdsworth2007_holdsworth_OO400,Observation,NA,NA
6404_Holdsworth2007_holdsworth_PP50,Observation,47.45185,-94.28996
6404_Holdsworth2007_holdsworth_PP100,Observation,47.45189,-94.28925
6404_Holdsworth2007_holdsworth_PP150,Observation,47.45194,-94.2886
6404_Holdsworth2007_holdsworth_PP200,Observation,47.452,-94.28755
6404_Holdsworth2007_holdsworth_PP250,Observation,47.45209,-94.28763
6404_Holdsworth2007_holdsworth_PP300,Observation,47.45233,-94.28679
6404_Holdsworth2007_holdsworth_PP350,Observation,47.4522,-94.2862
6404_Holdsworth2007_holdsworth_PP400,Observation,47.45224,-94.28562
6404_Holdsworth2007_holdsworth_QQ50,Observation,47.45695,-94.29685
6404_Holdsworth2007_holdsworth_QQ100,Observation,47.45728,-94.29555
6404_Holdsworth2007_holdsworth_QQ200,Observation,47.45765,-94.29449
6404_Holdsworth2007_holdsworth_QQ250,Observation,47.45763,-94.29379
6404_Holdsworth2007_holdsworth_QQ300,Observation,47.4577,-94.29297
6404_Holdsworth2007_holdsworth_QQ350,Observation,47.45773,-94.2924
6404_Holdsworth2007_holdsworth_RR50,Observation,47.53793,-94.47276
6404_Holdsworth2007_holdsworth_RR100,Observation,47.53762,-94.47246
6404_Holdsworth2007_holdsworth_RR150,Observation,47.53738,-94.47179
6404_Holdsworth2007_holdsworth_RR200,Observation,47.53713,-94.47112
6404_Holdsworth2007_holdsworth_RR250,Observation,47.53694,-94.47071
6404_Holdsworth2007_holdsworth_RR300,Observation,47.53662,-94.47008
6404_Holdsworth2007_holdsworth_RR350,Observation,47.53652,-94.46962
6404_Holdsworth2007_holdsworth_RR400,Observation,47.53629,-94.46911
6404_Holdsworth2007_holdsworth_SS50,Observation,47.47645,-94.29394
6404_Holdsworth2007_holdsworth_SS100,Observation,47.47642,-94.29347
6404_Holdsworth2007_holdsworth_SS150,Observation,47.47683,-94.29305
6404_Holdsworth2007_holdsworth_SS200,Observation,47.47723,-94.29269
6404_Holdsworth2007_holdsworth_SS250,Observation,NA,NA
6404_Holdsworth2007_holdsworth_SS300,Observation,47.47799,-94.29198
6404_Holdsworth2007_holdsworth_SS350,Observation,47.4784,-94.2918
6404_Holdsworth2007_holdsworth_SS400,Observation,47.47873,-94.29134
6404_Holdsworth2007_holdsworth_TT50,Observation,47.24321,-94.40234
6404_Holdsworth2007_holdsworth_TT100,Observation,47.2432,-94.40152
6404_Holdsworth2007_holdsworth_TT150,Observation,47.24295,-94.40119
6404_Holdsworth2007_holdsworth_TT200,Observation,47.24292,-94.40086
6404_Holdsworth2007_holdsworth_TT250,Observation,47.24293,-94.4
6404_Holdsworth2007_holdsworth_TT300,Observation,47.24275,-94.39961
6404_Holdsworth2007_holdsworth_TT350,Observation,47.24241,-94.39927
6404_Holdsworth2007_holdsworth_TT400,Observation,47.2424,-94.39821
665_Raty2004_raty_BS1,Observation,62.6821667,25.809
665_Raty2004_raty_BS2,Observation,62.6941667,25.826
665_Raty2004_raty_BS3,Observation,62.7873333,25.8795
665_Raty2004_raty_BF1,Observation,62.3996667,25.5211667
665_Raty2004_raty_BF2,Observation,62.9978333,25.867
665_Raty2004_raty_BF3,Observation,62.9785,25.8588333
665_Raty2004_raty_D1,Observation,62.9581667,25.9818333
665_Raty2004_raty_D2,Observation,62.9278333,25.737
665_Raty2004_raty_D3,Observation,62.2295,25.7695
6674_Zhiping2006_Zhiping2006_A,Experimental,36.962181,118.053269
6674_Zhiping2006_Zhiping2006_B,Experimental,36.962181,118.053269
6736_Ammer2006_Ammer2006_A,Observation,49.5361111,12.0863889
6736_Ammer2006_Ammer2006_Ab,Observation,49.5361111,12.0863889
6736_Ammer2006_Ammer2006_Ap,Observation,49.5361111,12.0863889
6736_Ammer2006_Ammer2006_B,Observation,48.5783333,12.5922222
6736_Ammer2006_Ammer2006_Bb,Observation,48.5783333,12.5922222
6736_Ammer2006_Ammer2006_C,Observation,49.5783333,12.5980556
6736_Ammer2006_Ammer2006_Cb,Observation,49.5783333,12.5980556
6736_Ammer2006_Ammer2006_D,Observation,48.5775,12.5491667
6736_Ammer2006_Ammer2006_Db,Observation,48.5775,12.5491667
6736_Ammer2006_Ammer2006_E,Observation,52.2555556,10.5780556
6736_Ammer2006_Ammer2006_Eb,Observation,52.2555556,10.5780556
6736_Ammer2006_Ammer2006_F,Observation,49.5147222,11.1663889
6736_Ammer2006_Ammer2006_Fb,Observation,49.5147222,11.1663889
6736_Ammer2006_Ammer2006_G,Observation,49.5336111,11.1186111
6736_Ammer2006_Ammer2006_Gb,Observation,49.5336111,11.1186111
6736_Ammer2006_Ammer2006_Hb,Observation,49.5111111,11.1658333
6736_Ammer2006_Ammer2006_Ib,Observation,49.5125,11.1505556
6736_Ammer2006_Ammer2006_Jb,Observation,49.5336111,11.1186111
6736_Ammer2006_Ammer2006_Kb,Observation,49.5408333,11.1225
6751_Kukkonen2006_kukkonen2006_A_1_1,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_2_1,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_3_1,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_4_1,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_5_1,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_6_1,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_7_1,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_8_1,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_1_2,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_2_2,Experimental,62.3231944,25.9851389
6751_Kukkonen2006_kukkonen2006_A_3_2,Experimental,62.3231944,25.9851389
