Group_name,Species,SpeciesID,Fct_group,Comment,Ecogroup_Phillips,Acc_name,Species_Briones,Ecogroup_Briones,Species_final,Genus,Percent_Epigeic,Percent_Anecic,Percent_Endogeic,Ecogroup_Bottinelli,Ecogroup
Earthworms,Octolasium hemiandrum,Octol_hemi,NA,NA,NA,Octolasium hemiandrum,NA,NA,Octolasium hemiandrum,Octolasium,NA,NA,NA,NA,NA
Earthworms,Octolasium lissaense,Octol_liss,NA,NA,NA,Octolasium lissaense,NA,NA,Octolasium lissaense,Octolasium,NA,NA,NA,NA,NA
Earthworms,Octolasium mima,Octol_mima,NA,NA,NA,Octolasium mima,NA,NA,Octolasium mima,Octolasium,NA,NA,NA,NA,NA
Earthworms,Octolasium transpadana,Octol_tran,NA,NA,NA,Octolasium transpadana,NA,NA,Octolasium transpadana,Octolasium,NA,NA,NA,NA,NA
Earthworms,Onychochaeta borincana,Onych_bori,NA,NA,Endogeic,Onychochaeta borincana,NA,NA,Onychochaeta borincana,Onychochaeta,NA,NA,NA,NA,Endogeic
Earthworms,Perelia gestroi,Perel_gest,NA,NA,NA,Perelia gestroi,Perelia gestroi,Anecic,Perelia gestroi,Perelia,NA,NA,NA,NA,Anecic
Earthworms,Perelia nematogena,Perel_nema,NA,NA,Endogeic,Perelia nematogena,NA,NA,Perelia nematogena,Perelia,NA,NA,NA,NA,Endogeic
Earthworms,Perelia tuberosa,Perel_tube,NA,NA,NA,Perelia tuberosa,NA,NA,Perelia tuberosa,Perelia,NA,NA,NA,NA,NA
Earthworms,Perichaeta morrisi,Amynt_morr,NA,NA,NA,Perichaeta morrisi,Amynthas morrisi,Epi-Endogeic,Amynthas morrisi,Amynthas,NA,NA,NA,NA,Epi-Endogeic
Earthworms,Perionyx excavatus,Perio_exca,NA,NA,Epigeic,Perionyx excavatus,NA,NA,Perionyx excavatus,Perionyx,NA,NA,NA,NA,Epigeic
Earthworms,Perionyx macintoshii,Perio_maci,NA,NA,Epi-Endogeic,Perionyx macintoshii,NA,NA,Perionyx macintoshii,Perionyx,NA,NA,NA,NA,Epi-Endogeic
Earthworms,Periscolex brachycystis,Peris_brac,NA,NA,Endogeic,Periscolex brachycystis,NA,NA,Periscolex brachycystis,Periscolex,NA,NA,NA,NA,Endogeic
Earthworms,Pheretima indicus,Phere_indi,NA,NA,NA,Pheretima indicus,NA,NA,Pheretima indicus,Pheretima,NA,NA,NA,NA,NA
Earthworms,Phoenicodrilus taste,Phoen_tast,NA,NA,Endogeic,Phoenicodrilus taste,NA,NA,Phoenicodrilus taste,Phoenicodrilus,NA,NA,NA,NA,Endogeic
Earthworms,Pithemera bicincta,Pithe_bici,NA,NA,Epi-Endogeic,Pithemera bicincta,NA,NA,Pithemera bicincta,Pithemera,NA,NA,NA,NA,Epi-Endogeic
Earthworms,Polypheretima cordata,Polyp_cord,NA,NA,NA,Polypheretima cordata,NA,NA,Polypheretima cordata,Polypheretima,NA,NA,NA,NA,NA
Earthworms,Polypheretima elongata,Polyp_elon,NA,NA,Endogeic,Polypheretima elongata,NA,NA,Polypheretima elongata,Polypheretima,NA,NA,NA,NA,Endogeic
Earthworms,Polypheretima taprobanae,Polyp_tapr,NA,NA,Endogeic,Polypheretima taprobanae,NA,NA,Polypheretima taprobanae,Polypheretima,NA,NA,NA,NA,Endogeic
Earthworms,Polytoreutus annulatus,Polyt_annu,NA,NA,Epigeic,Polytoreutus annulatus,NA,NA,Polytoreutus annulatus,Polytoreutus,NA,NA,NA,NA,Epigeic
Earthworms,Pontodrilus litoralis,Ponto_lito,NA,NA,NA,Pontodrilus litoralis,NA,NA,Pontodrilus litoralis,Pontodrilus,NA,NA,NA,NA,NA
Earthworms,Pontoscolex corethrurus,Ponto_core,NA,NA,Endogeic,Pontoscolex corethrurus,NA,NA,Pontoscolex corethrurus,Pontoscolex,NA,NA,NA,NA,Endogeic
Earthworms,Postandrilus majorcanus,Posta_majo,NA,NA,NA,Postandrilus majorcanus,NA,NA,Postandrilus majorcanus,Postandrilus,NA,NA,NA,NA,NA
Earthworms,Postandrilus medoakus,Posta_medo,NA,NA,NA,Postandrilus medoakus,NA,NA,Postandrilus medoakus,Postandrilus,NA,NA,NA,NA,NA
Earthworms,Postandrilus palmensis,Posta_palm,NA,NA,NA,Postandrilus palmensis,NA,NA,Postandrilus palmensis,Postandrilus,NA,NA,NA,NA,NA
Earthworms,Postandrilus sapkarevi,Posta_sapk,NA,NA,NA,Postandrilus sapkarevi,NA,NA,Postandrilus sapkarevi,Postandrilus,NA,NA,NA,NA,NA
Earthworms,Proctodrilus antipae,Proct_anti,NA,NA,Endogeic,Proctodrilus antipae,Proctodrilus antipai,NA,Proctodrilus antipai,Proctodrilus,NA,NA,NA,NA,Endogeic
Earthworms,Proctodrilus antipai,Proct_anti,NA,NA,NA,Proctodrilus antipai,Proctodrilus antipai,Endogeic,Proctodrilus antipai,Proctodrilus,NA,NA,NA,NA,Endogeic
Earthworms,Proctodrilus opisthoductus,Proct_opis,NA,NA,NA,Proctodrilus opisthoductus,NA,NA,Proctodrilus opisthoductus,Proctodrilus,NA,NA,NA,NA,NA
Earthworms,Proctodrilus thaleri,Proct_thal,NA,NA,NA,Proctodrilus thaleri,NA,NA,Proctodrilus thaleri,Proctodrilus,NA,NA,NA,NA,NA
Earthworms,Proctodrilus tuberculatus,Proct_tube,NA,NA,Endogeic,Proctodrilus tuberculatus,Proctodrilus tuberculatus,Endogeic,Proctodrilus tuberculatus,Proctodrilus,NA,NA,NA,NA,Endogeic
Earthworms,Prosellodrilus albus,Prose_albu,NA,NA,NA,Prosellodrilus albus,Prosellodrilus albus,Endogeic,Prosellodrilus albus,Prosellodrilus,NA,NA,NA,NA,Endogeic
Earthworms,Prosellodrilus amplisetosus amplisetosus,Prose_ampl,NA,NA,Endogeic,Prosellodrilus amplisetosus amplisetosus,Prosellodrilus amplisetosus,Endogeic,Prosellodrilus amplisetosus,Prosellodrilus,NA,NA,NA,NA,Endogeic
Earthworms,Prosellodrilus biauriculatus,Prose_biau,NA,NA,NA,Prosellodrilus biauriculatus,NA,NA,Prosellodrilus biauriculatus,Prosellodrilus,0,0,100,Endogeic,Endogeic
Earthworms,Prosellodrilus biserialis,Prose_bise,NA,NA,NA,Prosellodrilus biserialis,NA,NA,Prosellodrilus biserialis,Prosellodrilus,5,0,95,Endogeic,Endogeic
Earthworms,Prosellodrilus praticola,Prose_prat,NA,NA,Endogeic,Prosellodrilus praticola,Prosellodrilus praticola,Endogeic,Prosellodrilus praticola,Prosellodrilus,0,0,100,Endogeic,Endogeic
Earthworms,Prosellodrilus pyrenaicus,Prose_pyre,NA,NA,NA,Prosellodrilus pyrenaicus,NA,NA,Prosellodrilus pyrenaicus,Prosellodrilus,0,0,100,Endogeic,Endogeic
Earthworms,Reginaldia omodeoi,Regin_omod,NA,NA,Endogeic,Reginaldia omodeoi,NA,NA,Reginaldia omodeoi,Reginaldia,NA,NA,NA,NA,Endogeic
Earthworms,Rhiphaeodrilus diplotetrathecus,Rhiph_dipl,NA,NA,Epi-Endogeic,Rhiphaeodrilus diplotetrathecus,NA,NA,Rhiphaeodrilus diplotetrathecus,Rhiphaeodrilus,NA,NA,NA,NA,Epi-Endogeic
Earthworms,Righiodrilus gurupi,Righi_guru,NA,NA,NA,Righiodrilus gurupi,NA,NA,Righiodrilus gurupi,Righiodrilus,NA,NA,NA,NA,NA
Earthworms,Rosadrilus camerunensis,Rosad_came,NA,NA,Anecic,Rosadrilus camerunensis,NA,NA,Rosadrilus camerunensis,Rosadrilus,NA,NA,NA,NA,Anecic
Earthworms,Satchellius alvaradoi,Satch_alva,NA,NA,Epigeic,Satchellius alvaradoi,Satchellius alvaradoi,Epigeic,Satchellius alvaradoi,Satchellius,NA,NA,NA,NA,Epigeic
Earthworms,Satchellius madeirensis,Satch_made,NA,NA,Epi-Endogeic,Satchellius madeirensis,Satchellius madeirensis,Epi-Endogeic,Satchellius madeirensis,Satchellius,NA,NA,NA,NA,Epi-Endogeic
Earthworms,Satchellius mammalis,Satch_mamm,NA,NA,Epigeic,Satchellius mammalis,Satchellius mammalis,Epigeic,Satchellius mammalis,Satchellius,NA,NA,NA,NA,Epigeic
Earthworms,Scherotheca aquitania,Scher_aqui,NA,NA,Anecic,Scherotheca aquitania,Scherotheca aquitania,Anecic,Scherotheca aquitania,Scherotheca,0,94,6,Anecic,Anecic
Earthworms,Scherotheca corsicana,Scher_cors,NA,NA,NA,Scherotheca corsicana,NA,NA,Scherotheca corsicana,Scherotheca,NA,NA,NA,NA,NA
Earthworms,Scherotheca dugesi,Scher_duge,NA,NA,NA,Scherotheca dugesi,NA,NA,Scherotheca dugesi,Scherotheca,NA,NA,NA,NA,NA
Earthworms,Scherotheca hexatheca,Scher_cors,NA,NA,NA,Scherotheca hexatheca,Scherotheca corsicana?,Endogeic,Scherotheca corsicana?,Scherotheca,NA,NA,NA,NA,Endogeic
Earthworms,Scherotheca portcrosana,Scher_port,NA,NA,NA,Scherotheca portcrosana,NA,NA,Scherotheca portcrosana,Scherotheca,NA,NA,NA,NA,NA
Earthworms,Scherotheca rhodana,Scher_rhod,NA,NA,NA,Scherotheca rhodana,NA,NA,Scherotheca rhodana,Scherotheca,0,88,12,Anecic,Anecic
Earthworms,Scherotheca savignyi,Scher_savi,NA,NA,NA,Scherotheca savignyi,NA,NA,Scherotheca savignyi,Scherotheca,NA,NA,NA,NA,NA
Earthworms,Scherotheca targionii,Scher_targ,NA,NA,Anecic,Scherotheca targionii,Scherotheca targionii,Anecic,Scherotheca targionii,Scherotheca,NA,NA,NA,NA,Anecic
Earthworms,Sparganophilus tamesis,Sparg_tame,NA,NA,NA,Sparganophilus tamesis,Sparganophilus tamesis,Epigeic?,Sparganophilus tamesis,Sparganophilus,NA,NA,NA,NA,Epigeic?
Earthworms,Spenceriella montana,Spenc_mont,NA,NA,Endogeic,Spenceriella montana,NA,NA,Spenceriella montana,Spenceriella,NA,NA,NA,NA,Endogeic
Earthworms,Stuhlmannia palustris,Stuhl_palu,NA,NA,Endogeic,Stuhlmannia palustris,NA,NA,Stuhlmannia palustris,Stuhlmannia,NA,NA,NA,NA,Endogeic
Earthworms,Stuhlmannia zielae,Stuhl_ziel,NA,NA,Endogeic,Stuhlmannia zielae,NA,NA,Stuhlmannia zielae,Stuhlmannia,NA,NA,NA,NA,Endogeic
Earthworms,Urobenus brasiliensis,Urobe_bras,NA,NA,Epi-Endogeic,Urobenus brasiliensis,NA,NA,Urobenus brasiliensis,Urobenus,NA,NA,NA,NA,Epi-Endogeic
Earthworms,Vignysa popi,Vigny_popi,NA,NA,NA,Vignysa popi,Vignysa popi,Endogeic,Vignysa popi,Vignysa,0,4,96,Endogeic,Endogeic
Earthworms,Xana omodeoi,Xanin_omod,NA,NA,NA,Xana omodeoi,Xanina omodeoi,Endogeic,Xanina omodeoi,Xanina,NA,NA,NA,NA,Endogeic
Earthworms,Zophoscolex chitae,Zopho_chit,NA,NA,Endogeic,Zophoscolex chitae,Zophoscolex chitae,Endogeic,Zophoscolex chitae,Zophoscolex,NA,NA,NA,NA,Endogeic
Earthworms,Zophoscolex ibericus,Zopho_iber,NA,NA,Endogeic,Zophoscolex ibericus,Zophoscolex ibericus,Endogeic,Zophoscolex ibericus,Zophoscolex,NA,NA,NA,NA,Endogeic
Earthworms,Zophoscolex zhangi,Zopho_zhan,NA,NA,NA,Zophoscolex zhangi,NA,NA,Zophoscolex zhangi,Zophoscolex,NA,NA,NA,NA,NA
Earthworms,Firzingeria depressa,Dendr_depr,NA,NA,Anecic,NA,Dendrobaena depressa,Anecic,Dendrobaena depressa,Dendrobaena,NA,NA,NA,NA,Anecic
Earthworms,Dendrobaena schmidti,Dendr_schm,NA,NA,NA,NA,Dendrobaena schmidti,Endogeic,Dendrobaena schmidti,Dendrobaena,NA,NA,NA,NA,Endogeic
Earthworms,Prosellodrilus amplisetosus,Prose_ampl,NA,NA,NA,NA,Prosellodrilus amplisetosus,Endogeic,Prosellodrilus amplisetosus,Prosellodrilus,NA,NA,NA,NA,Endogeic
