species,latitude,longitude,datasource,year
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1986
Aporrectodea rosea,50.348837,8.4157,GBIF,1986
Lumbricus terrestris,50.348837,8.4157,GBIF,1985
Lumbricus terrestris,50.348837,8.4157,GBIF,1986
Lumbricus castaneus,50.348837,8.4157,GBIF,1985
Aporrectodea longa,50.348837,8.4157,GBIF,1986
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1984
Lumbricus rubellus,50.348837,8.4157,GBIF,1985
Lumbricus terrestris,50.348837,8.4157,GBIF,1983
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1986
Lumbricus terrestris,50.348837,8.4157,GBIF,1985
Allolobophora chlorotica,50.348837,8.4157,GBIF,1986
Lumbricus rubellus,50.348837,8.4157,GBIF,1985
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1985
Aporrectodea longa,50.348837,8.4157,GBIF,1985
Aporrectodea longa,50.348837,8.4157,GBIF,1986
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1984
Lumbricus castaneus,50.348837,8.4157,GBIF,1986
Aporrectodea longa,50.348837,8.4157,GBIF,1984
Lumbricus terrestris,50.348837,8.4157,GBIF,1985
Allolobophora chlorotica,50.348837,8.4157,GBIF,1983
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1986
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1984
Lumbricus rubellus,50.348837,8.4157,GBIF,1985
Aporrectodea longa,50.348837,8.4157,GBIF,1985
Lumbricus castaneus,52.24863,10.58203,GBIF,1992
Dendrobaena octaedra,52.24863,10.58203,GBIF,1992
Lumbricus rubellus,52.24863,10.58203,GBIF,1992
Lumbricus rubellus,51.148747,6.249337,GBIF,1977
Eiseniella tetraedra,51.148747,6.249337,GBIF,1977
Eiseniella tetraedra,53.048546,11.415221,GBIF,1977
Dendrobaena octaedra,47.637796,11.748514,GBIF,1989
Aporrectodea caliginosa,51.348744,11.581888,GBIF,2011
Bimastos rubidus,50.74883,13.748236,GBIF,1997
Dendrobaena octaedra,50.74883,13.748236,GBIF,1997
Bimastos rubidus,50.74883,13.748236,GBIF,1997
Lumbricus rubellus,50.74883,13.748236,GBIF,1997
Aporrectodea rosea,50.148872,10.582057,GBIF,2007
Lumbricus terrestris,49.648936,11.415279,GBIF,2008
Lumbricus rubellus,47.649172,12.081891,GBIF,1989
Enterion tyrtaeum,47.849133,12.91711,GBIF,1987
Aporrectodea georgii,49.248994,12.58178,GBIF,2001
Lumbricus rubellus,48.249093,11.248664,GBIF,2010
Allolobophora chlorotica,48.049119,11.41531,GBIF,1990
Lumbricus terrestris,47.649161,11.082031,GBIF,1986
Enterion tyrtaeum,47.749155,11.581956,GBIF,1988
Lumbricus terrestris,49.248981,11.248646,GBIF,1987
Lumbricus terrestris,49.348965,10.915356,GBIF,1989
Lumbricus castaneus,47.849133,10.582101,GBIF,1987
Lumbricus terrestris,47.649172,12.081891,GBIF,1987
Lumbricus terrestris,48.949023,12.248504,GBIF,1986
Aporrectodea rosea,48.249086,10.748736,GBIF,1994
Aporrectodea caliginosa,49.848897,9.248921,GBIF,1994
Aporrectodea rosea,49.648936,11.415279,GBIF,1987
Aporrectodea caliginosa,47.749164,12.58182,GBIF,1989
Lumbricus castaneus,48.249118,12.915094,GBIF,2007
Aporrectodea caliginosa,47.749155,11.581956,GBIF,1989
Lumbricus rubellus,47.849133,10.582101,GBIF,1991
Aporrectodea rosea,49.348972,11.748569,GBIF,1997
Lumbricus rubellus,48.049128,12.248524,GBIF,1991
Lumbricus terrestris,48.449066,10.915375,GBIF,2009
Aporrectodea caliginosa,47.749148,10.915389,GBIF,1988
Lumbricus castaneus,50.448836,10.248767,GBIF,1997
Aporrectodea rosea,48.449075,11.748587,GBIF,1986
Aporrectodea caliginosa,48.449078,11.91523,GBIF,1988
Aporrectodea caliginosa,49.548938,10.415425,GBIF,1995
Enterion tyrtaeum,48.949033,13.081716,GBIF,1988
Aporrectodea caliginosa,48.549061,11.4153,GBIF,2007
Aporrectodea rosea,50.448836,10.248767,GBIF,2007
Lumbricus terrestris,48.849017,10.415439,GBIF,1995
Lumbricus castaneus,49.348958,10.248786,GBIF,1991
Aporrectodea rosea,47.749143,10.415461,GBIF,1987
Lumbricus castaneus,47.447183,11.248621,GBIF,1995
Aporrectodea caliginosa,48.449066,10.915375,GBIF,1985
Aporrectodea caliginosa,47.64918,12.915107,GBIF,1986
Lumbricus terrestris,50.048875,9.582203,GBIF,2001
Enterion tyrtaeum,47.549158,9.582252,GBIF,2004
Enterion tyrtaeum,47.749157,11.748601,GBIF,1990
Lumbricus terrestris,48.54905,10.415443,GBIF,1989
Lumbricus rubellus,48.449078,11.91523,GBIF,1988
Aporrectodea rosea,49.648923,9.915495,GBIF,2009
Aporrectodea rosea,47.649172,12.081891,GBIF,1987
Lumbricus terrestris,48.749043,11.915223,GBIF,1994
Aporrectodea caliginosa,47.849152,12.581817,GBIF,1988
Lumbricus castaneus,48.749054,13.081722,GBIF,2001
Lumbricus rubellus,50.348843,9.915484,GBIF,2007
Enterion tyrtaeum,47.849128,10.082176,GBIF,1986
Enterion tyrtaeum,48.049119,11.41531,GBIF,2010
Lumbricus terrestris,47.649149,9.915537,GBIF,1986
Lumbricus rubellus,47.949131,11.415313,GBIF,1986
Lumbricus rubellus,49.248979,11.082003,GBIF,1986
Aporrectodea rosea,47.749143,10.415461,GBIF,1993
Lumbricus rubellus,50.048893,11.915197,GBIF,2010
Aporrectodea rosea,47.447183,11.248621,GBIF,1995
Eophila icterica,47.549158,9.582252,GBIF,1994
Aporrectodea rosea,48.749035,11.248653,GBIF,1986
Aporrectodea caliginosa,49.648936,11.415279,GBIF,1986
Allolobophora chlorotica,47.849128,10.082176,GBIF,1986
Lumbricus rubellus,47.749157,11.748601,GBIF,1986
Enterion cyaneum,48.749062,13.58165,GBIF,1994
Lumbricus terrestris,50.348849,10.415412,GBIF,1988
Lumbricus terrestris,49.9489,11.415273,GBIF,1994
Allolobophora chlorotica,48.549069,12.248513,GBIF,2007
Enterion tyrtaeum,48.449066,10.915375,GBIF,1989
Lumbricus terrestris,47.749143,10.415461,GBIF,1991
Enterion tyrtaeum,47.849133,12.91711,GBIF,1988
Aporrectodea caliginosa,48.849024,11.248653,GBIF,2001
Enterion tyrtaeum,47.64918,12.915107,GBIF,1987
Lumbricus terrestris,47.447183,11.248621,GBIF,1990
Aporrectodea rosea,48.449088,12.915088,GBIF,1992
Aporrectodea rosea,48.649063,12.581795,GBIF,2007
Enterion tyrtaeum,48.249118,12.915094,GBIF,1991
Lumbricus terrestris,47.749143,10.415461,GBIF,1987
Aporrectodea caliginosa,47.749143,10.415461,GBIF,1985
Aporrectodea caliginosa,49.648923,9.915495,GBIF,2009
Aporrectodea rosea,48.049128,12.248524,GBIF,1988
Lumbricus castaneus,49.348958,10.248786,GBIF,1986
Lumbricus castaneus,47.749157,11.748601,GBIF,1990
Lumbricus castaneus,50.248866,11.415267,GBIF,2008
Lumbricus rubellus,49.648942,12.248488,GBIF,1988
Aporrectodea caliginosa,47.749164,12.58182,GBIF,2010
Lumbricus terrestris,48.449078,11.91523,GBIF,1994
Aporrectodea caliginosa,48.949033,13.081716,GBIF,1988
Aporrectodea caliginosa,47.849133,12.91711,GBIF,1989
Aporrectodea caliginosa,47.749155,11.581956,GBIF,1995
Lumbricus terrestris,50.348848,10.248768,GBIF,2007
Lumbricus terrestris,48.449075,11.748587,GBIF,2007
Lumbricus terrestris,47.749164,12.58182,GBIF,2010
Enterion tyrtaeum,50.248861,10.748698,GBIF,1998
Lumbricus castaneus,50.148866,9.915486,GBIF,1997
Lumbricus castaneus,49.248979,11.082003,GBIF,1988
Lumbricus castaneus,49.348965,10.915356,GBIF,1989
Aporrectodea caliginosa,48.149108,11.748594,GBIF,2007
Lumbricus castaneus,50.448836,10.248767,GBIF,1987
Lumbricus terrestris,48.249105,12.415163,GBIF,1987
Lumbricus castaneus,50.048875,9.582203,GBIF,2001
Allolobophora chlorotica,50.448825,8.249057,GBIF,2001
Aporrectodea caliginosa,48.949002,9.915507,GBIF,1995
Aporrectodea caliginosa,48.749019,9.24894,GBIF,1996
Aporrectodea caliginosa,49.248969,9.915503,GBIF,1998
Allolobophora chlorotica,49.248969,9.915503,GBIF,1998
Aporrectodea rosea,49.248969,9.915503,GBIF,1998
Aporrectodea caliginosa,50.14886,8.748989,GBIF,1991
Proctodrilus antipae,50.14886,8.748989,GBIF,1992
Dendrobaena octaedra,52.6486,12.748354,GBIF,2000
Enterion tyrtaeum,52.6486,12.748354,GBIF,2000
Eiseniella tetraedra,52.6486,12.748354,GBIF,2000
Lumbricus rubellus,53.048567,14.248112,GBIF,2000
Allolobophora chlorotica,53.048567,14.248112,GBIF,2000
Aporrectodea caliginosa,51.048805,14.91472,GBIF,1985
Aporrectodea caliginosa,51.448761,14.914713,GBIF,1991
Dendrobaena vejdovskyi,51.048805,14.91472,GBIF,1982
Bimastos rubidus,51.150305,14.926473,GBIF,2002
Lumbricus castaneus,51.448761,14.914713,GBIF,1982
Aporrectodea caliginosa,51.048805,14.91472,GBIF,1985
Dendrobaena octaedra,51.150305,14.926473,GBIF,1985
Dendrobaena octaedra,51.048805,14.91472,GBIF,2001
Dendrobaena octaedra,51.048805,14.91472,GBIF,1980
Lumbricus rubellus,51.048805,14.91472,GBIF,2001
Bimastos rubidus,51.54873,13.414945,GBIF,1997
Aporrectodea caliginosa,51.448761,14.914713,GBIF,1983
Aporrectodea caliginosa,51.048805,14.91472,GBIF,1998
Lumbricus lucens,50.848825,14.581442,GBIF,2001
Lumbricus rubellus,51.54873,13.414945,GBIF,1997
Bimastos rubidus,51.048805,14.91472,GBIF,1986
Lumbricus terrestris,51.448761,14.914713,GBIF,1985
Lumbricus rubellus,51.048805,14.91472,GBIF,1998
Dendrobaena octaedra,51.048805,14.91472,GBIF,1997
Lumbricus terrestris,51.048805,14.91472,GBIF,1985
Aporrectodea caliginosa,51.048805,14.91472,GBIF,2006
Aporrectodea caliginosa,51.048805,14.91472,GBIF,1985
Lumbricus rubellus,51.148792,14.748077,GBIF,2002
Aporrectodea rosea,51.448761,14.914713,GBIF,1982
Lumbricus rubellus,51.048805,14.91472,GBIF,1979
Bimastos rubidus,51.048805,14.91472,GBIF,1997
Lumbricus rubellus,51.448761,14.914713,GBIF,1983
Lumbricus terrestris,51.048805,14.91472,GBIF,1985
Lumbricus rubellus,51.048805,14.91472,GBIF,1998
Lumbricus rubellus,51.048805,14.91472,GBIF,1998
Aporrectodea caliginosa,51.148792,14.748077,GBIF,1987
Dendrobaena octaedra,50.848825,14.581442,GBIF,2000
Aporrectodea rosea,51.249412,14.941112,GBIF,2001
Enterion tyrtaeum,51.048805,14.91472,GBIF,1998
Lumbricus rubellus,51.448761,14.914713,GBIF,1981
Dendrobaena octaedra,51.448761,14.914713,GBIF,1983
Dendrobaena vejdovskyi,51.048805,14.91472,GBIF,1980
Enterion tyrtaeum,51.048805,14.91472,GBIF,1997
Lumbricus rubellus,51.048805,14.91472,GBIF,1997
Dendrobaena octaedra,51.048805,14.91472,GBIF,1997
Eophila icterica,51.150305,14.926473,GBIF,1994
Aporrectodea caliginosa,51.048805,14.91472,GBIF,1998
Aporrectodea caliginosa,51.150305,14.926473,GBIF,2001
Aporrectodea caliginosa,51.150305,14.926473,GBIF,1985
Aporrectodea rosea,51.048805,14.91472,GBIF,2006
Dendrobaena octaedra,51.048805,14.91472,GBIF,1998
Lumbricus rubellus,51.048805,14.91472,GBIF,2006
Dendrobaena octaedra,51.048805,14.91472,GBIF,1980
Lumbricus rubellus,51.448761,14.914713,GBIF,1982
Lumbricus terrestris,51.048805,14.91472,GBIF,1998
Dendrobaena vejdovskyi,51.048805,14.91472,GBIF,1979
Dendrobaena octaedra,51.048805,14.91472,GBIF,1980
Enterion tyrtaeum,51.048805,14.91472,GBIF,1998
Dendrobaena octaedra,51.048805,14.91472,GBIF,1997
Aporrectodea caliginosa,51.448761,14.914713,GBIF,1985
Bimastos rubidus,51.150305,14.926473,GBIF,2001
Aporrectodea caliginosa,51.448761,14.914713,GBIF,1984
Dendrobaena vejdovskyi,51.048805,14.91472,GBIF,1982
Dendrobaena octaedra,51.54873,13.414945,GBIF,1997
Dendrobaena attemsi,51.748688,10.582033,GBIF,2020
Aporrectodea caliginosa,50.348831,6.582626,GBIF,2019
Lumbricus terrestris,51.748703,12.415086,GBIF,2013
Aporrectodea rosea,51.948675,11.915162,GBIF,2013
Proctodrilus tuberculatus,51.948675,11.915162,GBIF,2013
Enterion tyrtaeum,51.848688,12.081804,GBIF,2013
Enterion tyrtaeum,51.848688,12.081804,GBIF,2013
Lumbricus terrestris,51.148769,12.081814,GBIF,2013
Lumbricus terrestris,51.348744,11.581888,GBIF,2013
Lumbricus terrestris,51.84868,10.748675,GBIF,2013
Dendrobaena illyricus,49.24895,6.749279,GBIF,1975
Aporrectodea caliginosa,50.648802,7.249197,GBIF,1987
Allolobophora chlorotica,50.648801,7.082555,GBIF,1987
Lumbricus terrestris,50.648802,7.249197,GBIF,1987
Allolobophora chlorotica,50.648801,7.082555,GBIF,1987
Aporrectodea limicola,50.648801,7.082555,GBIF,1987
Lumbricus rubellus,50.648801,7.082555,GBIF,1987
Lumbricus castaneus,50.648802,7.249197,GBIF,1987
Dendrobaena octaedra,50.648802,7.249197,GBIF,1987
Lumbricus rubellus,50.648802,7.249197,GBIF,1987
Enterion cyaneum,50.648802,7.249197,GBIF,1987
Aporrectodea caliginosa,52.84857,11.748506,GBIF,2013
Bimastos rubidus,49.948904,11.748556,GBIF,1985
Lumbricus rubellus,50.448825,8.249057,GBIF,2001
Enterion tyrtaeum,47.549199,12.915111,GBIF,1989
Dendrobaena attemsi,47.549199,12.915111,GBIF,1990
Bimastos rubidus,47.549199,12.915111,GBIF,1990
Enterion polyphemus,47.654807,13.076979,GBIF,1999
Enterion polyphemus,47.6,13.2,GBIF,1996
Fitzingeria platyura,47.6,13.2,GBIF,2002
Aporrectodea rosea,47.4,12.8,GBIF,1999
Aporrectodea caliginosa,47.4,12.8,GBIF,2003
Allolobophora auriculata,47.4,12.8,GBIF,2003
Aporrectodea rosea,47.7,13,GBIF,2003
Enterion polyphemus,47.3,13.1,GBIF,1998
Lumbricus rubellus,47.3,13.1,GBIF,1998
Lumbricus castaneus,47,13,GBIF,2001
Aporrectodea caliginosa,47.649147,9.58225,GBIF,1995
Aporrectodea rosea,47.649147,9.58225,GBIF,1997
Proctodrilus antipae,50.14886,8.748989,GBIF,1991
Aporrectodea caliginosa,50.148861,8.915631,GBIF,1999
Dendrobaena octaedra,50.148861,8.915631,GBIF,1999
Lumbricus terrestris,50.148861,8.915631,GBIF,1999
Aporrectodea limicola,50.148861,8.915631,GBIF,1999
Lumbricus castaneus,50.148861,8.915631,GBIF,1999
Dendrobaena octaedra,50.148861,8.915631,GBIF,1999
Lumbricus castaneus,50.148861,8.915631,GBIF,1999
Lumbricus rubellus,50.148861,8.915631,GBIF,1999
Bimastos eiseni,50.148861,8.915631,GBIF,1999
Bimastos eiseni,50.148861,8.915631,GBIF,1999
Aporrectodea handlirschi,50.148861,8.915631,GBIF,1999
Bimastos rubidus,50.148861,8.915631,GBIF,1999
Dendrobaena attemsi,51.748688,10.582033,GBIF,2020
Aporrectodea rosea,52.948575,13.914833,GBIF,2019
Enterion festivum,54.648359,9.582185,GBIF,2013
Lumbricus rubellus,53.74846,9.582179,GBIF,2013
Aporrectodea caliginosa,54.44838,9.915464,GBIF,2013
Aporrectodea rosea,54.44838,9.915464,GBIF,2013
Aporrectodea longa,54.448379,11.081941,GBIF,2014
Aporrectodea longa,54.248403,11.08194,GBIF,2014
Lumbricus rubellus,55.04832,8.415712,GBIF,2015
Lumbricus rubellus,54.148417,8.915621,GBIF,2015
Lumbricus terrestris,54.048428,9.08226,GBIF,2016
Lumbricus castaneus,54.54837,9.915466,GBIF,2017
Aporrectodea rosea,54.348393,9.915462,GBIF,2017
Dendrobaena octaedra,54.148415,10.582022,GBIF,2018
Allolobophora chlorotica,50.348831,6.582626,GBIF,2019
Lumbricus terrestris,52.14864,10.248748,GBIF,2005
Aporrectodea caliginosa,52.14864,10.248748,GBIF,2005
Aporrectodea caliginosa,52.14864,10.248748,GBIF,2004
Aporrectodea caliginosa,52.14864,10.248748,GBIF,2004
Aporrectodea caliginosa,52.048653,10.415389,GBIF,1996
Lumbricus terrestris,52.048653,10.415389,GBIF,1996
Aporrectodea caliginosa,52.048653,10.415389,GBIF,1996
Lumbricus terrestris,52.048653,10.415389,GBIF,1996
Lumbricus terrestris,52.048653,10.415389,GBIF,1996
Enterion tyrtaeum,52.048651,10.248748,GBIF,1995
Aporrectodea caliginosa,52.148641,10.415387,GBIF,1989
Aporrectodea longa,52.148641,10.415387,GBIF,1989
Lumbricus terrestris,52.148641,10.415387,GBIF,1990
Lumbricus terrestris,52.148641,10.415387,GBIF,1991
Lumbricus terrestris,52.148641,10.415387,GBIF,1990
Lumbricus castaneus,52.148641,10.415387,GBIF,1989
Lumbricus terrestris,52.148641,10.415387,GBIF,1991
Lumbricus terrestris,52.148641,10.415387,GBIF,1989
Enterion tyrtaeum,52.148641,10.415387,GBIF,1991
Allolobophora chlorotica,52.148641,10.415387,GBIF,1990
Lumbricus terrestris,52.148641,10.415387,GBIF,1991
Aporrectodea rosea,52.148641,10.415387,GBIF,1990
Aporrectodea caliginosa,52.148641,10.415387,GBIF,1987
Aporrectodea caliginosa,52.148641,10.415387,GBIF,1987
Aporrectodea longa,52.148641,10.415387,GBIF,1988
Aporrectodea caliginosa,52.148641,10.415387,GBIF,1989
Aporrectodea caliginosa,52.148641,10.415387,GBIF,1988
Enterion tyrtaeum,52.148641,10.415387,GBIF,1988
Aporrectodea longa,52.148641,10.415387,GBIF,1987
Aporrectodea rosea,52.148641,10.415387,GBIF,1987
Aporrectodea caliginosa,52.148641,10.415387,GBIF,1987
Aporrectodea caliginosa,52.148641,10.415387,GBIF,1989
Aporrectodea rosea,52.148641,10.415387,GBIF,1987
Aporrectodea rosea,52.148641,10.415387,GBIF,1988
Lumbricus terrestris,52.148641,10.415387,GBIF,1989
Aporrectodea longa,52.148641,10.415387,GBIF,1987
Aporrectodea rosea,52.148641,10.415387,GBIF,1988
Aporrectodea longa,52.148641,10.415387,GBIF,1987
Aporrectodea longa,52.148641,10.415387,GBIF,1989
Eiseniella tetraedra,52.14864,10.248748,GBIF,1990
Dendrobaena octaedra,52.14864,10.248748,GBIF,1990
Eiseniella tetraedra,52.14864,10.248748,GBIF,1990
Lumbricus castaneus,52.14864,10.248748,GBIF,1990
Aporrectodea caliginosa,52.248629,10.248746,GBIF,1990
Lumbricus rubellus,52.248629,10.248746,GBIF,1990
Aporrectodea caliginosa,52.248629,10.248746,GBIF,1990
Eiseniella tetraedra,52.14864,10.248748,GBIF,1990
Aporrectodea rosea,50.348837,8.4157,GBIF,1984
Aporrectodea longa,50.348837,8.4157,GBIF,1984
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1983
Allolobophora chlorotica,50.348837,8.4157,GBIF,1985
Lumbricus terrestris,50.348837,8.4157,GBIF,1985
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1985
Lumbricus terrestris,50.348837,8.4157,GBIF,1983
Aporrectodea rosea,50.348837,8.4157,GBIF,1986
Lumbricus terrestris,50.348837,8.4157,GBIF,1984
Aporrectodea longa,50.348837,8.4157,GBIF,1986
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1984
Lumbricus rubellus,50.348837,8.4157,GBIF,1985
Allolobophora chlorotica,50.348837,8.4157,GBIF,1986
Lumbricus terrestris,50.348837,8.4157,GBIF,1985
Allolobophora chlorotica,50.348837,8.4157,GBIF,1983
Lumbricus rubellus,50.348837,8.4157,GBIF,1985
Lumbricus rubellus,50.348837,8.4157,GBIF,1986
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1985
Aporrectodea longa,50.348837,8.4157,GBIF,1986
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1984
Aporrectodea rosea,50.348837,8.4157,GBIF,1986
Allolobophora chlorotica,50.348837,8.4157,GBIF,1983
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1986
Aporrectodea caliginosa,50.348837,8.4157,GBIF,1984
Allolobophora chlorotica,50.348837,8.4157,GBIF,1984
Lumbricus terrestris,52.24863,10.58203,GBIF,1992
Aporrectodea caliginosa,52.348619,10.582028,GBIF,1992
Lumbricus rubellus,51.148747,6.249337,GBIF,1977
Lumbricus rubellus,53.848449,9.58218,GBIF,1977
Lumbricus terrestris,48.849009,9.415579,GBIF,1998
Aporrectodea caliginosa,52.048664,11.91516,GBIF,2011
Bimastos rubidus,50.74883,13.748236,GBIF,1997
Dendrobaena octaedra,50.74883,13.748236,GBIF,1997
Lumbricus terrestris,49.648932,11.081993,GBIF,2001
Aporrectodea longa,47.849128,10.082176,GBIF,2008
Aporrectodea rosea,47.549158,9.582252,GBIF,2004
Lumbricus rubellus,48.449078,11.91523,GBIF,1989
Lumbricus rubellus,47.447183,11.248621,GBIF,2010
Allolobophora chlorotica,49.34896,10.415427,GBIF,1986
Lumbricus terrestris,49.748916,10.415422,GBIF,1986
Lumbricus castaneus,49.9489,11.415273,GBIF,1994
Enterion tyrtaeum,48.449075,11.748587,GBIF,1986
Aporrectodea longa,48.849024,11.248653,GBIF,1994
Enterion tyrtaeum,47.64918,12.915107,GBIF,1989
Aporrectodea rosea,50.248855,9.915483,GBIF,1997
Lumbricus terrestris,50.148872,10.7487,GBIF,2010
Aporrectodea caliginosa,49.748917,10.582065,GBIF,1986
Lumbricus rubellus,48.849049,13.581647,GBIF,1987
Lumbricus rubellus,48.549053,10.915373,GBIF,2010
Aporrectodea longa,48.049109,10.582098,GBIF,1985
Allolobophora chlorotica,48.449083,12.415159,GBIF,1992
Aporrectodea caliginosa,49.149007,12.748426,GBIF,1994
Allolobophora chlorotica,50.048875,9.582203,GBIF,2001
Lumbricus rubellus,49.149007,12.748426,GBIF,2010
Lumbricus rubellus,47.749143,10.415461,GBIF,1987
Aporrectodea rosea,48.34443,13.246018,GBIF,2008
Aporrectodea rosea,49.248979,11.082003,GBIF,1987
Aporrectodea caliginosa,49.348965,10.915356,GBIF,1986
Lumbricus rubellus,50.048894,12.081838,GBIF,2000
Lumbricus castaneus,47.64918,12.915107,GBIF,1990
Aporrectodea rosea,47.649149,9.915537,GBIF,1995
Aporrectodea rosea,49.049004,11.415292,GBIF,2007
Aporrectodea rosea,47.749164,12.58182,GBIF,1987
Lumbricus rubellus,48.349088,11.915232,GBIF,2007
Aporrectodea rosea,48.549061,11.4153,GBIF,2008
Aporrectodea caliginosa,48.249086,10.748736,GBIF,2008
Enterion tyrtaeum,49.9489,11.415273,GBIF,1994
Allolobophora chlorotica,48.749054,13.081722,GBIF,1994
Aporrectodea caliginosa,49.948897,10.915346,GBIF,2010
Aporrectodea caliginosa,47.447183,11.248621,GBIF,1985
Aporrectodea caliginosa,47.749164,12.58182,GBIF,1988
Aporrectodea rosea,49.848901,10.082135,GBIF,2010
Aporrectodea rosea,49.348958,10.248786,GBIF,2001
Aporrectodea rosea,47.749148,10.915389,GBIF,2010
Allolobophora chlorotica,49.648936,11.415279,GBIF,1994
Lumbricus rubellus,49.248994,12.58178,GBIF,1986
Lumbricus castaneus,49.248979,11.082003,GBIF,1989
Allolobophora chlorotica,49.748921,11.081992,GBIF,1991
Aporrectodea caliginosa,48.049112,10.915384,GBIF,1990
Enterion tyrtaeum,50.148872,10.7487,GBIF,1988
Lumbricus terrestris,48.349071,10.082163,GBIF,2010
Allolobophora chlorotica,47.749164,12.58182,GBIF,1987
Lumbricus terrestris,49.948897,10.915346,GBIF,1998
Aporrectodea caliginosa,49.9489,11.415273,GBIF,1994
Lumbricus terrestris,49.548938,10.415425,GBIF,1992
Aporrectodea rosea,48.549069,12.248513,GBIF,2007
Aporrectodea rosea,50.148872,10.582057,GBIF,1995
Lumbricus castaneus,47.649161,11.082031,GBIF,1985
Aporrectodea caliginosa,50.348849,10.415412,GBIF,2007
Enterion tyrtaeum,48.149108,11.748594,GBIF,1990
Aporrectodea rosea,49.948891,10.248776,GBIF,1987
Aporrectodea caliginosa,48.049128,12.248524,GBIF,1986
Aporrectodea rosea,47.649161,11.082031,GBIF,1986
Lumbricus terrestris,47.64918,12.915107,GBIF,1989
Aporrectodea caliginosa,50.248855,9.915483,GBIF,1997
Lumbricus terrestris,50.048875,9.582203,GBIF,1988
Enterion tyrtaeum,49.748916,10.415422,GBIF,1989
Aporrectodea caliginosa,48.749043,11.915223,GBIF,2007
Allolobophora chlorotica,47.749155,11.581956,GBIF,1989
Aporrectodea longa,49.748912,9.915494,GBIF,1986
Enterion cyaneum,49.848898,9.415564,GBIF,1986
Allolobophora chlorotica,49.248981,11.248646,GBIF,1987
Lumbricus terrestris,48.449078,11.91523,GBIF,1986
Lumbricus terrestris,48.949033,13.081716,GBIF,1988
Aporrectodea caliginosa,49.248981,11.248646,GBIF,1987
Lumbricus terrestris,49.348958,10.248786,GBIF,1991
Lumbricus castaneus,50.348843,9.915484,GBIF,2007
Lumbricus terrestris,50.248855,9.915483,GBIF,2010
Lumbricus terrestris,49.748928,11.915203,GBIF,2010
Aporrectodea rosea,49.648936,11.415279,GBIF,2008
Aporrectodea caliginosa,47.649149,9.915537,GBIF,2010
Lumbricus terrestris,49.348958,10.248786,GBIF,2001
Lumbricus terrestris,48.049119,11.41531,GBIF,1991
Aporrectodea caliginosa,50.248861,10.748698,GBIF,2010
Aporrectodea rosea,47.849133,12.91711,GBIF,1988
Bimastos rubidus,48.649052,11.581942,GBIF,2007
Aporrectodea rosea,48.549061,11.4153,GBIF,1985
Allolobophora chlorotica,48.649067,13.081725,GBIF,1991
Lumbricus castaneus,47.749155,11.581956,GBIF,1995
Enterion cyaneum,50.448825,8.249057,GBIF,2001
Aporrectodea caliginosa,48.749019,9.24894,GBIF,1996
Aporrectodea rosea,48.949002,9.915507,GBIF,1994
Aporrectodea caliginosa,48.949002,9.915507,GBIF,1994
Aporrectodea caliginosa,47.649147,9.58225,GBIF,1995
Aporrectodea rosea,49.248969,9.915503,GBIF,1999
Aporrectodea rosea,49.248969,9.915503,GBIF,1997
Enterion tyrtaeum,50.14886,8.748989,GBIF,1992
Aporrectodea rosea,50.14886,8.748989,GBIF,1991
Lumbricus rubellus,52.6486,12.748354,GBIF,1999
Allolobophora chlorotica,53.048567,14.248112,GBIF,2000
Aporrectodea caliginosa,53.048567,14.248112,GBIF,1999
Allolobophora chlorotica,53.048567,14.248112,GBIF,2000
Eiseniella tetraedra,53.048567,14.248112,GBIF,2000
Lumbricus rubellus,52.6486,12.748354,GBIF,2000
Lumbricus castaneus,52.6486,12.748354,GBIF,1999
Lumbricus rubellus,53.048567,14.248112,GBIF,2000
Enterion cyaneum,51.048764,9.415548,GBIF,2008
Aporrectodea caliginosa,52.648606,13.581558,GBIF,1994
Aporrectodea rosea,52.648606,13.581558,GBIF,1994
Aporrectodea caliginosa,51.150305,14.926473,GBIF,2001
Lumbricus rubellus,51.148792,14.748077,GBIF,2002
Aporrectodea caliginosa,51.448761,14.914713,GBIF,1985
Dendrobaena octaedra,51.048805,14.91472,GBIF,1979
Aporrectodea rosea,51.048805,14.91472,GBIF,1994
Lumbricus rubellus,51.148792,14.748077,GBIF,2002
Dendrobaena vejdovskyi,51.048805,14.91472,GBIF,1980
Lumbricus rubellus,51.048805,14.91472,GBIF,1998
Aporrectodea rosea,51.150305,14.926473,GBIF,2002
Lumbricus terrestris,51.048805,14.91472,GBIF,2001
Aporrectodea caliginosa,51.048805,14.91472,GBIF,1985
Enterion tyrtaeum,51.048805,14.91472,GBIF,1997
