"IUCNcat","SSP","sumCell","coverage","coverage_km2","SpeciesID"
"IV","ssp585",3704.59790259588,0.0446,18522.99,"Octol_lact"
"Not.Applicable","ssp585",367.612672398337,0.0044,1838.06,"Octol_lact"
"Not.Assigned","ssp585",1714.07064778722,0.0206,8570.35,"Octol_lact"
"Not.Reported","ssp585",17924.6600750344,0.2159,89623.3,"Octol_lact"
"Outside.PA","ssp585",45550.1696851479,0.5486,227750.85,"Octol_lact"
"Presence","ssp585",83031,1,415155,"Octol_lact"
"Protected","ssp585",17474.4869196321,0.2105,87372.43,"Octol_lact"
"Unprotected","ssp585",65556.5130803678,0.7895,327782.57,"Octol_lact"
"V","ssp585",10388.1474360738,0.1251,51940.74,"Octol_lact"
"VI","ssp585",757.975001858803,0.0091,3789.88,"Octol_lact"
"Ia","ssp126",27.4917016370412,8e-04,137.46,"Octol_tyrt"
"Ib","ssp126",12.468596557622,4e-04,62.34,"Octol_tyrt"
"II","ssp126",285.086405682288,0.0083,1425.43,"Octol_tyrt"
"III","ssp126",19.0996490551553,6e-04,95.5,"Octol_tyrt"
"IV","ssp126",892.446858262076,0.026,4462.23,"Octol_tyrt"
"Not.Applicable","ssp126",206.254465465487,0.006,1031.27,"Octol_tyrt"
"Not.Assigned","ssp126",638.302767462371,0.0186,3191.51,"Octol_tyrt"
"Not.Reported","ssp126",5779.07558067755,0.1685,28895.38,"Octol_tyrt"
"Outside.PA","ssp126",19393.4493107752,0.5656,96967.25,"Octol_tyrt"
"Presence","ssp126",34291,1,171455,"Octol_tyrt"
"Protected","ssp126",8273.91787561936,0.2413,41369.59,"Octol_tyrt"
"Unprotected","ssp126",26017.0821243806,0.7587,130085.41,"Octol_tyrt"
"V","ssp126",6964.71264213559,0.2031,34823.56,"Octol_tyrt"
"VI","ssp126",72.6120222895825,0.0021,363.06,"Octol_tyrt"
"Ia","ssp370",24.8141480582565,7e-04,124.07,"Octol_tyrt"
"Ib","ssp370",12.0973699465592,4e-04,60.49,"Octol_tyrt"
"II","ssp370",263.824428385412,0.0078,1319.12,"Octol_tyrt"
"III","ssp370",17.8786288587696,5e-04,89.39,"Octol_tyrt"
"IV","ssp370",885.579622942817,0.0263,4427.9,"Octol_tyrt"
"Not.Applicable","ssp370",202.978606732309,0.006,1014.89,"Octol_tyrt"
"Not.Assigned","ssp370",632.402497188813,0.0188,3162.01,"Octol_tyrt"
"Not.Reported","ssp370",5621.22283267666,0.1672,28106.11,"Octol_tyrt"
"Outside.PA","ssp370",19055.7877196328,0.5668,95278.94,"Octol_tyrt"
"Presence","ssp370",33622,1,168110,"Octol_tyrt"
"Protected","ssp370",8109.60834376942,0.2412,40548.04,"Octol_tyrt"
"Unprotected","ssp370",25512.3916562306,0.7588,127561.96,"Octol_tyrt"
"V","ssp370",6819.47037763269,0.2028,34097.35,"Octol_tyrt"
"VI","ssp370",85.9437679449165,0.0026,429.72,"Octol_tyrt"
"Ia","ssp585",29.9583017792309,9e-04,149.79,"Octol_tyrt"
"Ib","ssp585",12.3842265786568,4e-04,61.92,"Octol_tyrt"
"II","ssp585",316.749914577418,0.0094,1583.75,"Octol_tyrt"
"III","ssp585",19.8625147044042,6e-04,99.31,"Octol_tyrt"
"IV","ssp585",827.875576176059,0.0245,4139.38,"Octol_tyrt"
"Not.Applicable","ssp585",194.820007102267,0.0058,974.1,"Octol_tyrt"
"Not.Assigned","ssp585",614.255135129186,0.0182,3071.28,"Octol_tyrt"
"Not.Reported","ssp585",5818.90416058731,0.1724,29094.52,"Octol_tyrt"
"Outside.PA","ssp585",19087.3778503028,0.5655,95436.89,"Octol_tyrt"
"Presence","ssp585",33751,1,168755,"Octol_tyrt"
"Protected","ssp585",8035.64284687842,0.2381,40178.21,"Octol_tyrt"
"Unprotected","ssp585",25715.3571531216,0.7619,128576.79,"Octol_tyrt"
"V","ssp585",6750.38888576835,0.2,33751.94,"Octol_tyrt"
"VI","ssp585",78.4234272943049,0.0023,392.12,"Octol_tyrt"
"Ia","ssp126",1.0416938051294,0,5.21,"Satch_mamm"
"Ib","ssp126",0.121071192901582,0,0.61,"Satch_mamm"
"II","ssp126",33.3167861979191,0.0015,166.58,"Satch_mamm"
"III","ssp126",1.41338188130112,1e-04,7.07,"Satch_mamm"
"IV","ssp126",593.16357892644,0.0272,2965.82,"Satch_mamm"
"Not.Applicable","ssp126",14.4104527204709,7e-04,72.05,"Satch_mamm"
"Not.Assigned","ssp126",238.38892270213,0.0109,1191.94,"Satch_mamm"
"Not.Reported","ssp126",1493.11623298377,0.0685,7465.58,"Satch_mamm"
"Outside.PA","ssp126",16472.0474630665,0.7559,82360.24,"Satch_mamm"
"Presence","ssp126",21791,1,108955,"Satch_mamm"
"Protected","ssp126",3573.03692852708,0.164,17865.18,"Satch_mamm"
"Unprotected","ssp126",18217.9630714729,0.836,91089.82,"Satch_mamm"
"V","ssp126",2926.9120182897,0.1343,14634.56,"Satch_mamm"
"VI","ssp126",17.0683982336923,8e-04,85.34,"Satch_mamm"
"Ia","ssp370",1.0416938051294,0,5.21,"Satch_mamm"
"Ib","ssp370",0.00690112030133605,0,0.03,"Satch_mamm"
"II","ssp370",32.8303198553358,0.0016,164.15,"Satch_mamm"
"III","ssp370",1.25771111007134,1e-04,6.29,"Satch_mamm"
"IV","ssp370",572.790244293645,0.0271,2863.95,"Satch_mamm"
"Not.Applicable","ssp370",14.4104527204709,7e-04,72.05,"Satch_mamm"
"Not.Assigned","ssp370",241.28064455704,0.0114,1206.4,"Satch_mamm"
"Not.Reported","ssp370",1437.50294535693,0.0679,7187.51,"Satch_mamm"
"Outside.PA","ssp370",15996.0172770164,0.7557,79980.09,"Satch_mamm"
"Presence","ssp370",21168,1,105840,"Satch_mamm"
"Protected","ssp370",3478.78868034913,0.1643,17393.94,"Satch_mamm"
"Unprotected","ssp370",17689.2113196509,0.8357,88446.06,"Satch_mamm"
"V","ssp370",2855.97085177749,0.1349,14279.85,"Satch_mamm"
"VI","ssp370",14.8909583871573,7e-04,74.45,"Satch_mamm"
"Ia","ssp585",0.962694950780133,0,4.81,"Satch_mamm"
"Ib","ssp585",0.00690112030133605,0,0.03,"Satch_mamm"
"II","ssp585",33.1386504244028,0.0017,165.69,"Satch_mamm"
"III","ssp585",0.962807411344784,0,4.81,"Satch_mamm"
"IV","ssp585",538.545159374215,0.027,2692.73,"Satch_mamm"
"Not.Applicable","ssp585",13.4978692501263,7e-04,67.49,"Satch_mamm"
"Not.Assigned","ssp585",236.586432882651,0.0119,1182.93,"Satch_mamm"
"Not.Reported","ssp585",1329.42723802204,0.0667,6647.14,"Satch_mamm"
"Outside.PA","ssp585",15080.2718161667,0.757,75401.36,"Satch_mamm"
"Presence","ssp585",19922,1,99610,"Satch_mamm"
"Protected","ssp585",3262.21664367848,0.1637,16311.08,"Satch_mamm"
"Unprotected","ssp585",16659.7833563215,0.8363,83298.92,"Satch_mamm"
"V","ssp585",2673.57151818069,0.1342,13367.86,"Satch_mamm"
"VI","ssp585",15.0289122167378,8e-04,75.14,"Satch_mamm"
"Ia","ssp126",49.4847411062384,0.000563095039395494,247.422408826431,"_SD"
"Ia","ssp370",49.7758864464263,0.000553827722490334,248.879768341008,"_SD"
"Ia","ssp585",50.2264604649363,0.000555356689553281,251.132669280834,"_SD"
"Ib","ssp126",177.031741019646,0.00209108382877095,885.158344780141,"_SD"
"Ib","ssp370",181.041542638412,0.00213004131964425,905.208845873676,"_SD"
"Ib","ssp585",183.930719789602,0.00216774601995196,919.653375712637,"_SD"
"II","ssp126",431.173905047612,0.00468772816208848,2155.87056771323,"_SD"
"II","ssp370",433.266284548866,0.00469756064605789,2166.33097942457,"_SD"
"II","ssp585",433.080220756906,0.00467152629177412,2165.40162942012,"_SD"
"III","ssp126",23.2080742692507,0.000236321715498966,116.040515922985,"_SD"
"III","ssp370",23.2722230700882,0.000233082572021413,116.360548261912,"_SD"
"III","ssp585",23.1790113329734,0.000671212571239152,115.89455462537,"_SD"
"IV","ssp126",908.699228034064,0.00814277924305759,4543.4957423612,"_SD"
"IV","ssp370",918.782659684579,0.00799794929856749,4593.91394478767,"_SD"
"IV","ssp585",928.85631567402,0.00768745085088648,4644.28064006958,"_SD"
"Not.Applicable","ssp126",133.617012968353,0.00167907660504637,668.085899335728,"_SD"
"Not.Applicable","ssp370",135.118529427068,0.00168665210450686,675.59267752438,"_SD"
"Not.Applicable","ssp585",133.954645715352,0.00167836247121869,669.772706747665,"_SD"
"Not.Assigned","ssp126",637.449943283971,0.00699733031798181,3187.24964281274,"_SD"
"Not.Assigned","ssp370",658.428103654762,0.00725000907440449,3292.13953817368,"_SD"
"Not.Assigned","ssp585",678.946438718507,0.0074118760400285,3394.73204292771,"_SD"
"Not.Reported","ssp126",5127.53523319677,0.0332098977707177,25637.6766453083,"_SD"
"Not.Reported","ssp370",5193.86190670871,0.0364837951691093,25969.3103896676,"_SD"
"Not.Reported","ssp585",5296.6505811263,0.0494786586400512,26483.2531846086,"_SD"
"Outside.PA","ssp126",16159.1454811813,0.0763054886776776,80795.7272169753,"_SD"
"Outside.PA","ssp370",16563.3161063069,0.085987024044873,82816.5801100783,"_SD"
"Outside.PA","ssp585",17040.7361095631,0.0613376204642023,85203.6806704758,"_SD"
"Presence","ssp126",26654.285763044,0,133271.42881522,"_SD"
"Presence","ssp370",27268.5839837629,0,136342.919918815,"_SD"
"Presence","ssp585",28017.1467006477,0,140085.733503238,"_SD"
"Protected","ssp126",5459.41512811357,0.0500829253858506,27297.0768830694,"_SD"
"Protected","ssp370",5563.10026096971,0.0499115890865658,27815.5014888157,"_SD"
"Protected","ssp585",5682.77811697318,0.028409453990237,28413.8911072241,"_SD"
"Unprotected","ssp126",21358.7372558655,0.0500829253858506,106793.685110484,"_SD"
"Unprotected","ssp370",21867.3340519316,0.0499115890865659,109336.669737011,"_SD"
"Unprotected","ssp585",22492.6830098976,0.028409453990237,112463.414301547,"_SD"
"V","ssp126",4070.05536345018,0.0412357705388153,20350.2762729838,"_SD"
"V","ssp370",4151.60920328192,0.0411018496759407,20758.0472392782,"_SD"
"V","ssp585",4243.4863146093,0.023480357599118,21217.4308659664,"_SD"
"VI","ssp126",192.248466858352,0.00233338345810823,961.241751545687,"_SD"
"VI","ssp370",189.550596286055,0.00225153618773458,947.752872104876,"_SD"
"VI","ssp585",186.971227947585,0.0021877115603628,934.857538115798,"_SD"
"Ia","current",68.7006414644295,0.000863157894736842,343.502631578947,"_Mean"
"Ib","current",94.360423379809,0.000957894736842105,471.802105263158,"_Mean"
"II","current",709.333974024381,0.00762105263157895,3546.67052631579,"_Mean"
"III","current",49.3618936082216,0.000615789473684211,246.808947368421,"_Mean"
"IV","current",2185.80376762621,0.0265894736842105,10929.02,"_Mean"
"Not.Applicable","current",286.231844793961,0.00465789473684211,1431.15842105263,"_Mean"
"Not.Assigned","current",1410.23202526183,0.0162052631578947,7051.15947368421,"_Mean"
"Not.Reported","current",13140.1045980748,0.173057894736842,65700.5226315789,"_Mean"
"Outside.PA","current",50403.6606439528,0.622431578947368,252018.303157895,"_Mean"
"Presence","current",79305.4210526316,1,396527.105263158,"_Mean"
"Protected","current",14065.1919405482,0.183636842105263,70325.96,"_Mean"
"Unprotected","current",65240.2291120834,0.816363157894737,326201.145263158,"_Mean"
"V","current",10675.2348002962,0.143794736842105,53376.1721052632,"_Mean"
"VI","current",282.396440148927,0.0032,1411.98210526316,"_Mean"
"Ia","current",19.163275906781,2e-04,95.82,"Allol_chlo"
"Ib","current",5.18079470946395,1e-04,25.9,"Allol_chlo"
"II","current",419.971093890756,0.0054,2099.86,"Allol_chlo"
"III","current",51.9682231396123,7e-04,259.84,"Allol_chlo"
"IV","current",2021.93937975979,0.0258,10109.7,"Allol_chlo"
"Not.Applicable","current",231.980518808494,0.003,1159.9,"Allol_chlo"
"Not.Assigned","current",969.586528591971,0.0124,4847.93,"Allol_chlo"
"Not.Reported","current",11458.3838896712,0.1464,57291.92,"Allol_chlo"
"Outside.PA","current",53009.2609612473,0.6774,265046.3,"Allol_chlo"
"Presence","current",78254,1,391270,"Allol_chlo"
"Protected","current",12584.788101681,0.1608,62923.94,"Allol_chlo"
"Unprotected","current",65669.211898319,0.8392,328346.06,"Allol_chlo"
"V","current",9840.47829338508,0.1258,49202.39,"Allol_chlo"
"VI","current",226.087040889492,0.0029,1130.44,"Allol_chlo"
"Ia","current",23.5512140208539,4e-04,117.76,"Allol_eise"
"Ib","current",3.79576694426532,1e-04,18.98,"Allol_eise"
"II","current",264.818105254889,0.005,1324.09,"Allol_eise"
"III","current",37.7837907433859,7e-04,188.92,"Allol_eise"
"IV","current",1741.22121002098,0.0326,8706.11,"Allol_eise"
"Not.Applicable","current",170.802563284926,0.0032,854.01,"Allol_eise"
"Not.Assigned","current",704.652654509584,0.0132,3523.26,"Allol_eise"
"Not.Reported","current",8332.46044587485,0.1558,41662.3,"Allol_eise"
"Outside.PA","current",35538.0367969719,0.6644,177690.18,"Allol_eise"
"Presence","current",53492,1,267460,"Allol_eise"
"Protected","current",8746.0475393587,0.1635,43730.24,"Allol_eise"
"Unprotected","current",44745.9524606413,0.8365,223729.76,"Allol_eise"
"V","current",6470.68894986258,0.121,32353.44,"Allol_eise"
"VI","current",204.188502511753,0.0038,1020.94,"Allol_eise"
"Ia","current",6.00235557208123,1e-04,30.01,"Aporr_cali"
"Ib","current",5.6545961981185,1e-04,28.27,"Aporr_cali"
"II","current",194.236516416679,0.0031,971.18,"Aporr_cali"
"III","current",13.4256007144104,2e-04,67.13,"Aporr_cali"
"IV","current",1319.84356556843,0.0212,6599.22,"Aporr_cali"
"Not.Applicable","current",60.1008650306994,0.001,300.5,"Aporr_cali"
"Not.Assigned","current",777.020277938982,0.0125,3885.1,"Aporr_cali"
"Not.Reported","current",7260.64328483416,0.1166,36303.22,"Aporr_cali"
"Outside.PA","current",43638.0109771269,0.7006,218190.05,"Aporr_cali"
"Presence","current",62287,1,311435,"Aporr_cali"
"Protected","current",10551.2245950693,0.1694,52756.12,"Aporr_cali"
"Unprotected","current",51735.7754049307,0.8306,258678.88,"Aporr_cali"
"V","current",8946.12654560136,0.1436,44730.63,"Aporr_cali"
"VI","current",65.9354149981809,0.0011,329.68,"Aporr_cali"
"Ia","current",61.4371009177777,6e-04,307.19,"Aporr_long"
"Ib","current",51.2050995299535,5e-04,256.03,"Aporr_long"
"II","current",582.793289148813,0.0058,2913.97,"Aporr_long"
"III","current",54.9023185212209,5e-04,274.51,"Aporr_long"
"IV","current",2754.17937311199,0.0274,13770.9,"Aporr_long"
"Not.Applicable","current",239.364389556658,0.0024,1196.82,"Aporr_long"
"Not.Assigned","current",1775.16268304149,0.0176,8875.81,"Aporr_long"
"Not.Reported","current",14378.9391672183,0.1428,71894.7,"Aporr_long"
"Outside.PA","current",67747.0346537069,0.6728,338735.17,"Aporr_long"
"Presence","current",100696,1,503480,"Aporr_long"
"Protected","current",16555.4991064767,0.1644,82777.5,"Aporr_long"
"Unprotected","current",84140.5008935233,0.8356,420702.5,"Aporr_long"
"V","current",12748.4248593026,0.1266,63742.12,"Aporr_long"
"VI","current",302.557065944346,0.003,1512.79,"Aporr_long"
"Ia","current",21.4754857855352,2e-04,107.38,"Aporr_rose"
"Ib","current",7.74850900869001,1e-04,38.74,"Aporr_rose"
"II","current",455.947331860419,0.0052,2279.74,"Aporr_rose"
"III","current",44.7847608907057,5e-04,223.92,"Aporr_rose"
"IV","current",1790.70842911373,0.0203,8953.54,"Aporr_rose"
"Not.Applicable","current",171.378483194969,0.0019,856.89,"Aporr_rose"
"Not.Assigned","current",901.461716299337,0.0102,4507.31,"Aporr_rose"
"Not.Reported","current",12520.0827055633,0.142,62600.41,"Aporr_rose"
"Outside.PA","current",60122.2770398082,0.6821,300611.39,"Aporr_rose"
"Presence","current",88139,1,440695,"Aporr_rose"
"Protected","current",14423.8000551342,0.1636,72119,"Aporr_rose"
"Unprotected","current",73715.1999448658,0.8364,368576,"Aporr_rose"
"V","current",11958.7145087347,0.1357,59793.57,"Aporr_rose"
"VI","current",144.421029740423,0.0016,722.11,"Aporr_rose"
"Ia","current",47.5922841868938,0.001,237.96,"Dendr_atte"
"Ib","current",11.7690018402095,2e-04,58.85,"Dendr_atte"
"II","current",392.577388691053,0.0083,1962.89,"Dendr_atte"
"III","current",32.0693592687691,7e-04,160.35,"Dendr_atte"
"IV","current",1731.44637020276,0.0364,8657.23,"Dendr_atte"
"Not.Applicable","current",203.606498718715,0.0043,1018.03,"Dendr_atte"
"Not.Assigned","current",1073.12507074791,0.0226,5365.63,"Dendr_atte"
"Not.Reported","current",8077.48678624662,0.1699,40387.43,"Dendr_atte"
"Outside.PA","current",27086.5711520038,0.5696,135432.86,"Dendr_atte"
"Presence","current",47551,1,237755,"Dendr_atte"
"Protected","current",11110.210492283,0.2336,55551.05,"Dendr_atte"
"Unprotected","current",36440.789507717,0.7664,182203.95,"Dendr_atte"
"V","current",8661.63327425755,0.1822,43308.17,"Dendr_atte"
"VI","current",233.12281383575,0.0049,1165.61,"Dendr_atte"
"Ia","current",0.972786603379063,0.003,4.86,"Dendr_illy"
"Ib","current",0,0,0,"Dendr_illy"
"II","current",0,0,0,"Dendr_illy"
"III","current",0.402486335422509,0.0012,2.01,"Dendr_illy"
"IV","current",1.11115378661452,0.0034,5.56,"Dendr_illy"
"Not.Applicable","current",8.3175865188241,0.0256,41.59,"Dendr_illy"
"Not.Assigned","current",0,0,0,"Dendr_illy"
"Not.Reported","current",134.487009350159,0.4138,672.44,"Dendr_illy"
"Outside.PA","current",81.3805776979589,0.2504,406.9,"Dendr_illy"
"Presence","current",325,1,1625,"Dendr_illy"
"Protected","current",100.814826433058,0.3102,504.07,"Dendr_illy"
"Unprotected","current",224.185173566942,0.6898,1120.93,"Dendr_illy"
"V","current",98.3283997076414,0.3025,491.64,"Dendr_illy"
"VI","current",0,0,0,"Dendr_illy"
"Ia","current",162.976513414246,0.0017,814.88,"Dendr_octa"
"Ib","current",267.532682916362,0.0029,1337.66,"Dendr_octa"
"II","current",1496.34606911089,0.016,7481.73,"Dendr_octa"
"III","current",62.1485054988114,7e-04,310.74,"Dendr_octa"
"IV","current",3158.15231977477,0.0338,15790.76,"Dendr_octa"
"Not.Applicable","current",452.257039578837,0.0048,2261.29,"Dendr_octa"
"Not.Assigned","current",2225.01449105971,0.0238,11125.07,"Dendr_octa"
"Not.Reported","current",19671.8408911766,0.2103,98359.2,"Dendr_octa"
"Outside.PA","current",50788.3279970204,0.5429,253941.64,"Dendr_octa"
"Presence","current",93555,1,467775,"Dendr_octa"
"Protected","current",20417.5595811644,0.2182,102087.8,"Dendr_octa"
"Unprotected","current",73137.4404188356,0.7818,365687.2,"Dendr_octa"
"V","current",14836.5863092203,0.1586,74182.93,"Dendr_octa"
"VI","current",433.817181229035,0.0046,2169.09,"Dendr_octa"
"Ia","current",231.927785119803,0.0018,1159.64,"Dendr_rubi"
"Ib","current",397.120336593517,0.0031,1985.6,"Dendr_rubi"
"II","current",1401.84300867476,0.0108,7009.22,"Dendr_rubi"
"III","current",100.594728811579,8e-04,502.97,"Dendr_rubi"
"IV","current",3829.9170622129,0.0296,19149.59,"Dendr_rubi"
"Not.Applicable","current",613.882789866892,0.0047,3069.41,"Dendr_rubi"
"Not.Assigned","current",3237.78470550003,0.025,16188.92,"Dendr_rubi"
"Not.Reported","current",23066.9688016166,0.1784,115334.84,"Dendr_rubi"
"Outside.PA","current",78912.8511238241,0.6102,394564.26,"Dendr_rubi"
"Presence","current",129316,1,646580,"Dendr_rubi"
"Protected","current",23484.5125791924,0.1816,117422.56,"Dendr_rubi"
"Unprotected","current",105831.487420808,0.8184,529157.44,"Dendr_rubi"
"V","current",16946.2608427659,0.131,84731.3,"Dendr_rubi"
"VI","current",576.848815013947,0.0045,2884.24,"Dendr_rubi"
"Ia","current",62.6098121402514,8e-04,313.05,"Eisen_feti"
"Ib","current",59.8694310369399,7e-04,299.35,"Eisen_feti"
"II","current",750.053749786072,0.009,3750.27,"Eisen_feti"
"III","current",58.4093764426017,7e-04,292.05,"Eisen_feti"
"IV","current",2327.00020980917,0.028,11635,"Eisen_feti"
"Not.Applicable","current",261.451174374546,0.0031,1307.26,"Eisen_feti"
"Not.Assigned","current",1048.63953094311,0.0126,5243.2,"Eisen_feti"
"Not.Reported","current",13357.8565211968,0.1609,66789.28,"Eisen_feti"
"Outside.PA","current",56122.837059586,0.6759,280614.19,"Eisen_feti"
"Presence","current",83038,1,415190,"Eisen_feti"
"Protected","current",12247.2157138995,0.1475,61236.08,"Eisen_feti"
"Unprotected","current",70790.7842861005,0.8525,353953.92,"Eisen_feti"
"V","current",8473.15249291615,0.102,42365.76,"Eisen_feti"
"VI","current",516.120641768324,0.0062,2580.6,"Eisen_feti"
"Ia","current",6.00646076320982,1e-04,30.03,"Eisen_tetr"
"Ib","current",4.68937812678223,1e-04,23.45,"Eisen_tetr"
"II","current",96.4156173333786,0.0024,482.08,"Eisen_tetr"
"III","current",7.07648355776632,2e-04,35.38,"Eisen_tetr"
"IV","current",1001.07424609731,0.0246,5005.37,"Eisen_tetr"
"Not.Applicable","current",127.568707814842,0.0031,637.84,"Eisen_tetr"
"Not.Assigned","current",697.820535116858,0.0171,3489.1,"Eisen_tetr"
"Not.Reported","current",4884.94069285736,0.1198,24424.7,"Eisen_tetr"
"Outside.PA","current",28351.8793483482,0.6953,141759.4,"Eisen_tetr"
"Presence","current",40774,1,203870,"Eisen_tetr"
"Protected","current",6711.79071586276,0.1646,33558.95,"Eisen_tetr"
"Unprotected","current",34062.2092841372,0.8354,170311.05,"Eisen_tetr"
"V","current",5562.86170898205,0.1364,27814.31,"Eisen_tetr"
"VI","current",33.6668210022617,8e-04,168.33,"Eisen_tetr"
"Ia","current",137.678178827564,0.0011,688.39,"Lumbr_cast"
"Ib","current",93.3728937832086,7e-04,466.86,"Lumbr_cast"
"II","current",1555.43912818019,0.0123,7777.2,"Lumbr_cast"
"III","current",100.233489025947,8e-04,501.17,"Lumbr_cast"
"IV","current",3381.17952232076,0.0268,16905.9,"Lumbr_cast"
"Not.Applicable","current",568.973797678152,0.0045,2844.87,"Lumbr_cast"
"Not.Assigned","current",1898.36374810073,0.0151,9491.82,"Lumbr_cast"
"Not.Reported","current",23327.2599158451,0.185,116636.3,"Lumbr_cast"
"Outside.PA","current",76966.8382833296,0.6103,384834.19,"Lumbr_cast"
"Presence","current",126121,1,630605,"Lumbr_cast"
"Protected","current",23359.5642550465,0.1852,116797.82,"Lumbr_cast"
"Unprotected","current",102761.435744954,0.8148,513807.18,"Lumbr_cast"
"V","current",17558.2608095837,0.1392,87791.3,"Lumbr_cast"
"VI","current",533.400233325098,0.0042,2667,"Lumbr_cast"
"Ia","current",16.5486404393906,3e-04,82.74,"Lumbr_fest"
"Ib","current",5.77585688976774,1e-04,28.88,"Lumbr_fest"
"II","current",174.396008507528,0.0032,871.98,"Lumbr_fest"
"III","current",16.7103863647542,3e-04,83.55,"Lumbr_fest"
"IV","current",1739.75605831238,0.0317,8698.78,"Lumbr_fest"
"Not.Applicable","current",146.311094266321,0.0027,731.56,"Lumbr_fest"
"Not.Assigned","current",939.21556402581,0.0171,4696.08,"Lumbr_fest"
"Not.Reported","current",7028.72786274779,0.1281,35143.64,"Lumbr_fest"
"Outside.PA","current",37895.4452400802,0.6908,189477.23,"Lumbr_fest"
"Presence","current",54860,1,274300,"Lumbr_fest"
"Protected","current",8850.30023887992,0.1613,44251.5,"Lumbr_fest"
"Unprotected","current",46009.6997611201,0.8387,230048.5,"Lumbr_fest"
"V","current",6819.30459487863,0.1243,34096.52,"Lumbr_fest"
"VI","current",77.8086934874736,0.0014,389.04,"Lumbr_fest"
"Ia","current",97.4946384742599,9e-04,487.47,"Lumbr_rube"
"Ib","current",20.4788038274285,2e-04,102.39,"Lumbr_rube"
"II","current",1039.99255496258,0.0097,5199.96,"Lumbr_rube"
"III","current",63.7856827622976,6e-04,318.93,"Lumbr_rube"
"IV","current",2934.7613718701,0.0273,14673.81,"Lumbr_rube"
"Not.Applicable","current",452.873326158922,0.0042,2264.37,"Lumbr_rube"
"Not.Assigned","current",1954.10809128754,0.0182,9770.54,"Lumbr_rube"
"Not.Reported","current",19358.6696020546,0.18,96793.35,"Lumbr_rube"
"Outside.PA","current",65464.3643185857,0.6086,327321.82,"Lumbr_rube"
"Presence","current",107566,1,537830,"Lumbr_rube"
"Protected","current",20335.9846619133,0.1891,101679.92,"Lumbr_rube"
"Unprotected","current",87230.0153380868,0.8109,436150.08,"Lumbr_rube"
"V","current",15850.3470291666,0.1474,79251.74,"Lumbr_rube"
"VI","current",329.124580849972,0.0031,1645.62,"Lumbr_rube"
"Ia","current",96.7525642663935,7e-04,483.76,"Lumbr_terr"
"Ib","current",19.9812370839002,1e-04,99.91,"Lumbr_terr"
"II","current",961.393746325454,0.0071,4806.97,"Lumbr_terr"
"III","current",72.1468920054222,5e-04,360.73,"Lumbr_terr"
"IV","current",2832.26369666896,0.021,14161.32,"Lumbr_terr"
"Not.Applicable","current",462.618719951182,0.0034,2313.09,"Lumbr_terr"
"Not.Assigned","current",2849.18317053394,0.0211,14245.92,"Lumbr_terr"
"Not.Reported","current",21591.9363420615,0.1598,107959.68,"Lumbr_terr"
"Outside.PA","current",89040.5367196662,0.6592,445202.68,"Lumbr_terr"
"Presence","current",135078,1,675390,"Lumbr_terr"
"Protected","current",21133.7250477871,0.1565,105668.63,"Lumbr_terr"
"Unprotected","current",113944.274952213,0.8435,569721.37,"Lumbr_terr"
"V","current",16894.0229364324,0.1251,84470.11,"Lumbr_terr"
"VI","current",257.163975004622,0.0019,1285.82,"Lumbr_terr"
"Ia","current",83.7877356128356,9e-04,418.94,"Octol_cyan"
"Ib","current",44.346208124088,5e-04,221.73,"Octol_cyan"
"II","current",1198.90803696328,0.0126,5994.54,"Octol_cyan"
"III","current",77.3141612471643,8e-04,386.57,"Octol_cyan"
"IV","current",2557.03573396222,0.0269,12785.18,"Octol_cyan"
"Not.Applicable","current",320.292183096349,0.0034,1601.46,"Octol_cyan"
"Not.Assigned","current",1198.4647086444,0.0126,5992.32,"Octol_cyan"
"Not.Reported","current",17082.5454651306,0.1796,85412.73,"Octol_cyan"
"Outside.PA","current",57693.5862086265,0.6064,288467.93,"Octol_cyan"
"Presence","current",95134,1,475670,"Octol_cyan"
"Protected","current",18839.1114345021,0.198,94195.56,"Octol_cyan"
"Unprotected","current",76294.8885654979,0.802,381474.44,"Octol_cyan"
"V","current",14438.5202794236,0.1518,72192.6,"Octol_cyan"
"VI","current",439.199279168903,0.0046,2196,"Octol_cyan"
"Ia","current",165.630985566097,0.0018,828.15,"Octol_lact"
"Ib","current",768.928811052119,0.0084,3844.64,"Octol_lact"
"II","current",1724.79271100836,0.0189,8623.96,"Octol_lact"
"III","current",98.0896528769141,0.0011,490.45,"Octol_lact"
"IV","current",3968.57831650206,0.0436,19842.89,"Octol_lact"
"Not.Applicable","current",405.302647118461,0.0044,2026.51,"Octol_lact"
"Not.Assigned","current",1754.94688233033,0.0193,8774.73,"Octol_lact"
"Not.Reported","current",19903.8692162696,0.2185,99519.35,"Octol_lact"
"Outside.PA","current",50291.6955691237,0.5521,251458.48,"Octol_lact"
"Presence","current",91098,1,455490,"Octol_lact"
"Protected","current",18742.1856851579,0.2057,93710.93,"Octol_lact"
"Unprotected","current",72355.8143148421,0.7943,361779.07,"Octol_lact"
"V","current",11210.7204878126,0.1231,56053.6,"Octol_lact"
"VI","current",805.444720339751,0.0088,4027.22,"Octol_lact"
"Ia","current",55.8153745099063,6e-04,279.08,"Octol_tyrt"
"Ib","current",25.205417920469,3e-04,126.03,"Octol_tyrt"
"II","current",708.320564442149,0.0081,3541.6,"Octol_tyrt"
