"IUCNcat","SSP","sumCell","coverage","coverage_km2","SpeciesID"
"V","ssp585",10220.637489998,0.1259,51103.19,"Aporr_long_ssp585_mean"
"VI","ssp585",204.680121821448,0.0025,1023.4,"Aporr_long_ssp585_mean"
"Ia","ssp126",21.658182621317,3e-04,108.29,"Aporr_rose_ssp126_mean"
"Ib","ssp126",7.95204931235753,1e-04,39.76,"Aporr_rose_ssp126_mean"
"II","ssp126",452.294816082244,0.0054,2261.47,"Aporr_rose_ssp126_mean"
"III","ssp126",36.2718361278024,4e-04,181.36,"Aporr_rose_ssp126_mean"
"IV","ssp126",1868.36303492957,0.0223,9341.82,"Aporr_rose_ssp126_mean"
"Not.Applicable","ssp126",206.556750751894,0.0025,1032.78,"Aporr_rose_ssp126_mean"
"Not.Assigned","ssp126",1118.0118336768,0.0133,5590.06,"Aporr_rose_ssp126_mean"
"Not.Reported","ssp126",11916.1332133022,0.1421,59580.67,"Aporr_rose_ssp126_mean"
"Outside.PA","ssp126",56039.388488994,0.6685,280196.94,"Aporr_rose_ssp126_mean"
"Presence","ssp126",83829,1,419145,"Aporr_rose_ssp126_mean"
"Protected","ssp126",14548.909713275,0.1736,72744.55,"Aporr_rose_ssp126_mean"
"Unprotected","ssp126",69280.090286725,0.8264,346400.45,"Aporr_rose_ssp126_mean"
"V","ssp126",12037.4774370338,0.1436,60187.39,"Aporr_rose_ssp126_mean"
"VI","ssp126",124.892357167926,0.0015,624.46,"Aporr_rose_ssp126_mean"
"Ia","ssp370",26.324277982753,3e-04,131.62,"Aporr_rose_ssp370_mean"
"Ib","ssp370",8.06210817879878,1e-04,40.31,"Aporr_rose_ssp370_mean"
"II","ssp370",462.663425777896,0.0056,2313.32,"Aporr_rose_ssp370_mean"
"III","ssp370",39.7553461552891,5e-04,198.78,"Aporr_rose_ssp370_mean"
"IV","ssp370",1900.57980454984,0.0229,9502.9,"Aporr_rose_ssp370_mean"
"Not.Applicable","ssp370",228.598844941771,0.0027,1142.99,"Aporr_rose_ssp370_mean"
"Not.Assigned","ssp370",1333.43675802363,0.016,6667.18,"Aporr_rose_ssp370_mean"
"Not.Reported","ssp370",11881.8631212748,0.1429,59409.32,"Aporr_rose_ssp370_mean"
"Outside.PA","ssp370",55008.7094711134,0.6615,275043.55,"Aporr_rose_ssp370_mean"
"Presence","ssp370",83163,1,415815,"Aporr_rose_ssp370_mean"
"Protected","ssp370",14710.3918046464,0.1769,73551.96,"Aporr_rose_ssp370_mean"
"Unprotected","ssp370",68452.6081953536,0.8231,342263.04,"Aporr_rose_ssp370_mean"
"V","ssp370",12143.95230132,0.146,60719.76,"Aporr_rose_ssp370_mean"
"VI","ssp370",129.054540681907,0.0016,645.27,"Aporr_rose_ssp370_mean"
"Ia","ssp585",28.4029369738206,4e-04,142.01,"Aporr_rose_ssp585_mean"
"Ib","ssp585",8.04534080318058,1e-04,40.23,"Aporr_rose_ssp585_mean"
"II","ssp585",448.175443501724,0.0057,2240.88,"Aporr_rose_ssp585_mean"
"III","ssp585",41.7507004629084,5e-04,208.75,"Aporr_rose_ssp585_mean"
"IV","ssp585",1845.123805539,0.0234,9225.62,"Aporr_rose_ssp585_mean"
