Predictor,maxent,Species,Run
Forest_Deci,0.036,Octod_comp,8
Hg,0,Octod_comp,8
MAP,0,Octod_comp,8
MAP_Seas,0,Octod_comp,8
MAT,31.691,Octod_comp,8
Moisture,0,Octod_comp,8
N,0.144,Octod_comp,8
NDVI,0.108,Octod_comp,8
P,0,Octod_comp,8
Pastures,0.144,Octod_comp,8
Pop_Dens,0.755,Octod_comp,8
SOC,0,Octod_comp,8
Shrubland,0,Octod_comp,8
Slope,0.216,Octod_comp,8
pH,0,Octod_comp,8
Agriculture,7.097,Octod_tran,8
Aspect,0,Octod_tran,8
CEC,1.613,Octod_tran,8
Clay.Silt,0.323,Octod_tran,8
Cu,0,Octod_tran,8
Dist_Coast,45.484,Octod_tran,8
Dist_River,0,Octod_tran,8
Dist_Urban,0.645,Octod_tran,8
Elev,0,Octod_tran,8
Forest_Coni,3.226,Octod_tran,8
Forest_Deci,34.839,Octod_tran,8
Hg,0,Octod_tran,8
MAP,0,Octod_tran,8
MAP_Seas,0,Octod_tran,8
MAT,0,Octod_tran,8
Moisture,0,Octod_tran,8
N,0.323,Octod_tran,8
NDVI,0,Octod_tran,8
P,0,Octod_tran,8
Pastures,0,Octod_tran,8
Pop_Dens,1.613,Octod_tran,8
SOC,0,Octod_tran,8
Shrubland,4.516,Octod_tran,8
Slope,0.323,Octod_tran,8
pH,0,Octod_tran,8
Agriculture,9.81,Octol_cyan,8
Aspect,0.965,Octol_cyan,8
CEC,8.72,Octol_cyan,8
Clay.Silt,10.337,Octol_cyan,8
Cu,1.493,Octol_cyan,8
Dist_Coast,6.707,Octol_cyan,8
Dist_River,2.332,Octol_cyan,8
Dist_Urban,0,Octol_cyan,8
Elev,2.085,Octol_cyan,8
Forest_Coni,1.72,Octol_cyan,8
Forest_Deci,1.236,Octol_cyan,8
Hg,2.859,Octol_cyan,8
MAP,2.384,Octol_cyan,8
MAP_Seas,11.126,Octol_cyan,8
MAT,20.08,Octol_cyan,8
Moisture,1.21,Octol_cyan,8
N,1.643,Octol_cyan,8
NDVI,1.058,Octol_cyan,8
P,4.883,Octol_cyan,8
Pastures,2.201,Octol_cyan,8
Pop_Dens,1.243,Octol_cyan,8
SOC,3.429,Octol_cyan,8
Shrubland,0,Octol_cyan,8
Slope,0.212,Octol_cyan,8
pH,2.267,Octol_cyan,8
Agriculture,5.536,Octol_lact,8
Aspect,0.581,Octol_lact,8
CEC,11.444,Octol_lact,8
Clay.Silt,1.9,Octol_lact,8
Cu,0.393,Octol_lact,8
Dist_Coast,17.33,Octol_lact,8
Dist_River,0.335,Octol_lact,8
Dist_Urban,1.397,Octol_lact,8
Elev,0.952,Octol_lact,8
Forest_Coni,5.718,Octol_lact,8
Forest_Deci,2.125,Octol_lact,8
Hg,1.918,Octol_lact,8
MAP,1.526,Octol_lact,8
MAP_Seas,1.851,Octol_lact,8
MAT,14.198,Octol_lact,8
Moisture,2.031,Octol_lact,8
N,0.713,Octol_lact,8
NDVI,5.153,Octol_lact,8
P,4.93,Octol_lact,8
Pastures,3.698,Octol_lact,8
Pop_Dens,5.469,Octol_lact,8
SOC,1.465,Octol_lact,8
Shrubland,1.425,Octol_lact,8
Slope,0.512,Octol_lact,8
pH,7.401,Octol_lact,8
Agriculture,1.006,Octol_tyrt,8
Aspect,0.407,Octol_tyrt,8
CEC,3.406,Octol_tyrt,8
Clay.Silt,6.309,Octol_tyrt,8
Cu,0.507,Octol_tyrt,8
Dist_Coast,17.191,Octol_tyrt,8
Dist_River,0.996,Octol_tyrt,8
Dist_Urban,0,Octol_tyrt,8
Elev,3.516,Octol_tyrt,8
Forest_Coni,1.587,Octol_tyrt,8
Forest_Deci,0.924,Octol_tyrt,8
Hg,9.132,Octol_tyrt,8
MAP,0.864,Octol_tyrt,8
MAP_Seas,9.077,Octol_tyrt,8
MAT,27.824,Octol_tyrt,8
Moisture,1.109,Octol_tyrt,8
N,1.09,Octol_tyrt,8
NDVI,0.509,Octol_tyrt,8
P,5.521,Octol_tyrt,8
Pastures,2.939,Octol_tyrt,8
Pop_Dens,4.874,Octol_tyrt,8
SOC,0.649,Octol_tyrt,8
Shrubland,0.14,Octol_tyrt,8
Slope,0.001,Octol_tyrt,8
pH,0.422,Octol_tyrt,8
Agriculture,0,Proct_anti,8
Aspect,0,Proct_anti,8
CEC,0,Proct_anti,8
Clay.Silt,0,Proct_anti,8
Cu,0,Proct_anti,8
Dist_Coast,0,Proct_anti,8
Dist_River,0,Proct_anti,8
Dist_Urban,0,Proct_anti,8
Elev,11.978,Proct_anti,8
Forest_Coni,0,Proct_anti,8
Forest_Deci,2.645,Proct_anti,8
Hg,0,Proct_anti,8
MAP,0,Proct_anti,8
MAP_Seas,4.369,Proct_anti,8
MAT,9.541,Proct_anti,8
Moisture,0,Proct_anti,8
N,0,Proct_anti,8
NDVI,0,Proct_anti,8
P,0.372,Proct_anti,8
Pastures,2.705,Proct_anti,8
Pop_Dens,0,Proct_anti,8
SOC,0,Proct_anti,8
Shrubland,63.026,Proct_anti,8
Slope,0,Proct_anti,8
pH,5.365,Proct_anti,8
Agriculture,0,Proct_tube,8
Aspect,0,Proct_tube,8
CEC,0.019,Proct_tube,8
Clay.Silt,0,Proct_tube,8
Cu,0.857,Proct_tube,8
Dist_Coast,1.488,Proct_tube,8
Dist_River,0.114,Proct_tube,8
Dist_Urban,0.032,Proct_tube,8
Elev,1.097,Proct_tube,8
Forest_Coni,0,Proct_tube,8
Forest_Deci,0,Proct_tube,8
Hg,0.391,Proct_tube,8
MAP,0.019,Proct_tube,8
MAP_Seas,0.057,Proct_tube,8
MAT,80.304,Proct_tube,8
Moisture,1.04,Proct_tube,8
N,12.37,Proct_tube,8
NDVI,0,Proct_tube,8
P,0.202,Proct_tube,8
Pastures,0.826,Proct_tube,8
Pop_Dens,0.006,Proct_tube,8
SOC,0.032,Proct_tube,8
Shrubland,0,Proct_tube,8
Slope,1.148,Proct_tube,8
pH,0,Proct_tube,8
Agriculture,0.222,Satch_made,8
Aspect,0.247,Satch_made,8
CEC,6.889,Satch_made,8
Clay.Silt,0,Satch_made,8
Cu,0,Satch_made,8
Dist_Coast,0,Satch_made,8
Dist_River,0.049,Satch_made,8
Dist_Urban,0,Satch_made,8
Elev,0,Satch_made,8
Forest_Coni,0.049,Satch_made,8
Forest_Deci,2.469,Satch_made,8
Hg,0,Satch_made,8
MAP,20.395,Satch_made,8
MAP_Seas,63.654,Satch_made,8
MAT,0.42,Satch_made,8
Moisture,0.469,Satch_made,8
N,0,Satch_made,8
NDVI,0,Satch_made,8
P,0.963,Satch_made,8
Pastures,1.037,Satch_made,8
Pop_Dens,0.099,Satch_made,8
SOC,0,Satch_made,8
Shrubland,2.074,Satch_made,8
Slope,0.963,Satch_made,8
pH,0,Satch_made,8
Agriculture,1.012,Satch_mamm,8
Aspect,0.565,Satch_mamm,8
CEC,1.395,Satch_mamm,8
Clay.Silt,0.67,Satch_mamm,8
Cu,0.534,Satch_mamm,8
Dist_Coast,37.796,Satch_mamm,8
Dist_River,0.029,Satch_mamm,8
Dist_Urban,0.375,Satch_mamm,8
Elev,2.324,Satch_mamm,8
Forest_Coni,11.142,Satch_mamm,8
Forest_Deci,2.553,Satch_mamm,8
Hg,15.762,Satch_mamm,8
MAP,0.577,Satch_mamm,8
MAP_Seas,1.702,Satch_mamm,8
MAT,17.914,Satch_mamm,8
Moisture,0.67,Satch_mamm,8
N,1.017,Satch_mamm,8
NDVI,0.085,Satch_mamm,8
P,0.627,Satch_mamm,8
Pastures,0.884,Satch_mamm,8
Pop_Dens,1.108,Satch_mamm,8
SOC,0.569,Satch_mamm,8
Shrubland,0.303,Satch_mamm,8
Slope,0.148,Satch_mamm,8
pH,0.239,Satch_mamm,8
Agriculture,0.636,Allol_chlo,9
Aspect,0.784,Allol_chlo,9
CEC,6.756,Allol_chlo,9
Clay.Silt,1.982,Allol_chlo,9
Cu,6.609,Allol_chlo,9
Dist_Coast,1.559,Allol_chlo,9
Dist_River,0.763,Allol_chlo,9
Dist_Urban,0.12,Allol_chlo,9
Elev,9.039,Allol_chlo,9
Forest_Coni,2.854,Allol_chlo,9
Forest_Deci,0.627,Allol_chlo,9
Hg,0.274,Allol_chlo,9
MAP,2.82,Allol_chlo,9
MAP_Seas,6.453,Allol_chlo,9
MAT,20.695,Allol_chlo,9
Moisture,3.305,Allol_chlo,9
N,3.946,Allol_chlo,9
NDVI,0.572,Allol_chlo,9
P,0.387,Allol_chlo,9
Pastures,3.916,Allol_chlo,9
Pop_Dens,5.65,Allol_chlo,9
SOC,0.966,Allol_chlo,9
Shrubland,1.611,Allol_chlo,9
Slope,1.309,Allol_chlo,9
pH,16.367,Allol_chlo,9
Agriculture,21.127,Allol_dofl,9
Aspect,0,Allol_dofl,9
CEC,23.944,Allol_dofl,9
Clay.Silt,2.817,Allol_dofl,9
Cu,0,Allol_dofl,9
Dist_Coast,50.704,Allol_dofl,9
Dist_River,0,Allol_dofl,9
Dist_Urban,0,Allol_dofl,9
Elev,0,Allol_dofl,9
Forest_Coni,1.409,Allol_dofl,9
Forest_Deci,0,Allol_dofl,9
Hg,0,Allol_dofl,9
MAP,0,Allol_dofl,9
MAP_Seas,0,Allol_dofl,9
MAT,0,Allol_dofl,9
Moisture,0,Allol_dofl,9
N,0,Allol_dofl,9
NDVI,0,Allol_dofl,9
P,0,Allol_dofl,9
Pastures,0,Allol_dofl,9
Pop_Dens,0,Allol_dofl,9
SOC,0,Allol_dofl,9
Shrubland,0,Allol_dofl,9
Slope,0,Allol_dofl,9
pH,0,Allol_dofl,9
Agriculture,0.065,Allol_rose,9
Aspect,0,Allol_rose,9
CEC,0,Allol_rose,9
Clay.Silt,0,Allol_rose,9
Cu,17.992,Allol_rose,9
Dist_Coast,0,Allol_rose,9
Dist_River,0,Allol_rose,9
Dist_Urban,0,Allol_rose,9
Elev,32.269,Allol_rose,9
Forest_Coni,0,Allol_rose,9
Forest_Deci,0,Allol_rose,9
Hg,0,Allol_rose,9
MAP,0,Allol_rose,9
MAP_Seas,0,Allol_rose,9
MAT,0,Allol_rose,9
Moisture,0,Allol_rose,9
N,0,Allol_rose,9
NDVI,0,Allol_rose,9
P,0,Allol_rose,9
Pastures,23.533,Allol_rose,9
Pop_Dens,0,Allol_rose,9
SOC,0,Allol_rose,9
Shrubland,0,Allol_rose,9
Slope,26.141,Allol_rose,9
pH,0,Allol_rose,9
Agriculture,8.391,Allol_eise,9
Aspect,0.251,Allol_eise,9
CEC,6.21,Allol_eise,9
Clay.Silt,10.203,Allol_eise,9
Cu,0.011,Allol_eise,9
Dist_Coast,9.346,Allol_eise,9
Dist_River,0.333,Allol_eise,9
Dist_Urban,0.702,Allol_eise,9
Elev,1.476,Allol_eise,9
Forest_Coni,3.905,Allol_eise,9
Forest_Deci,1.511,Allol_eise,9
Hg,2.09,Allol_eise,9
MAP,0.161,Allol_eise,9
MAP_Seas,4.812,Allol_eise,9
MAT,22.976,Allol_eise,9
Moisture,3.343,Allol_eise,9
N,1.653,Allol_eise,9
NDVI,1.314,Allol_eise,9
P,10.42,Allol_eise,9
Pastures,3.538,Allol_eise,9
Pop_Dens,3.397,Allol_eise,9
SOC,0.08,Allol_eise,9
Shrubland,0.35,Allol_eise,9
Slope,1.075,Allol_eise,9
pH,2.453,Allol_eise,9
Agriculture,4.083,Aporr_cali,9
Aspect,0.393,Aporr_cali,9
CEC,7.794,Aporr_cali,9
Clay.Silt,3.132,Aporr_cali,9
Cu,8.08,Aporr_cali,9
Dist_Coast,7.591,Aporr_cali,9
Dist_River,0.281,Aporr_cali,9
Dist_Urban,0,Aporr_cali,9
Elev,4.506,Aporr_cali,9
Forest_Coni,1.686,Aporr_cali,9
Forest_Deci,1.638,Aporr_cali,9
Hg,0.382,Aporr_cali,9
MAP,1.806,Aporr_cali,9
MAP_Seas,10.307,Aporr_cali,9
MAT,8.063,Aporr_cali,9
Moisture,3.004,Aporr_cali,9
N,7.436,Aporr_cali,9
NDVI,2.012,Aporr_cali,9
P,8.492,Aporr_cali,9
Pastures,3.436,Aporr_cali,9
Pop_Dens,8.938,Aporr_cali,9
SOC,0.234,Aporr_cali,9
Shrubland,0.358,Aporr_cali,9
Slope,0.703,Aporr_cali,9
pH,5.646,Aporr_cali,9
Agriculture,0.904,Aporr_cupu,9
Aspect,0.082,Aporr_cupu,9
CEC,0,Aporr_cupu,9
Clay.Silt,5.177,Aporr_cupu,9
Cu,3.615,Aporr_cupu,9
Dist_Coast,7.231,Aporr_cupu,9
Dist_River,5.834,Aporr_cupu,9
Dist_Urban,0.493,Aporr_cupu,9
Elev,34.593,Aporr_cupu,9
Forest_Coni,4.93,Aporr_cupu,9
Forest_Deci,0.082,Aporr_cupu,9
Hg,0,Aporr_cupu,9
MAP,0,Aporr_cupu,9
MAP_Seas,2.958,Aporr_cupu,9
MAT,0.657,Aporr_cupu,9
Moisture,1.479,Aporr_cupu,9
N,1.232,Aporr_cupu,9
NDVI,1.068,Aporr_cupu,9
P,0.164,Aporr_cupu,9
Pastures,1.397,Aporr_cupu,9
Pop_Dens,19.228,Aporr_cupu,9
SOC,0,Aporr_cupu,9
Shrubland,4.109,Aporr_cupu,9
Slope,4.026,Aporr_cupu,9
pH,0.74,Aporr_cupu,9
Agriculture,0.928,Aporr_hand,9
Aspect,0,Aporr_hand,9
CEC,0,Aporr_hand,9
Clay.Silt,0,Aporr_hand,9
Cu,0,Aporr_hand,9
Dist_Coast,0.265,Aporr_hand,9
Dist_River,0.088,Aporr_hand,9
Dist_Urban,6.985,Aporr_hand,9
Elev,0,Aporr_hand,9
Forest_Coni,0,Aporr_hand,9
Forest_Deci,0.707,Aporr_hand,9
Hg,0,Aporr_hand,9
MAP,0,Aporr_hand,9
MAP_Seas,0.619,Aporr_hand,9
MAT,0,Aporr_hand,9
Moisture,0,Aporr_hand,9
N,0,Aporr_hand,9
NDVI,0,Aporr_hand,9
P,65.385,Aporr_hand,9
Pastures,7.516,Aporr_hand,9
Pop_Dens,17.507,Aporr_hand,9
SOC,0,Aporr_hand,9
Shrubland,0,Aporr_hand,9
Slope,0,Aporr_hand,9
pH,0,Aporr_hand,9
Agriculture,4.468,Aporr_icte,9
Aspect,1.378,Aporr_icte,9
CEC,5.863,Aporr_icte,9
Clay.Silt,5.354,Aporr_icte,9
Cu,1.74,Aporr_icte,9
Dist_Coast,10.438,Aporr_icte,9
Dist_River,1.482,Aporr_icte,9
Dist_Urban,0.75,Aporr_icte,9
Elev,1.493,Aporr_icte,9
Forest_Coni,1.601,Aporr_icte,9
Forest_Deci,4.307,Aporr_icte,9
Hg,0.108,Aporr_icte,9
MAP,1.095,Aporr_icte,9
MAP_Seas,0.415,Aporr_icte,9
MAT,2.651,Aporr_icte,9
Moisture,5.193,Aporr_icte,9
N,0.22,Aporr_icte,9
NDVI,0.384,Aporr_icte,9
P,3.278,Aporr_icte,9
Pastures,2.462,Aporr_icte,9
Pop_Dens,28.944,Aporr_icte,9
SOC,2.166,Aporr_icte,9
Shrubland,0.638,Aporr_icte,9
Slope,10.309,Aporr_icte,9
pH,3.264,Aporr_icte,9
Agriculture,3.094,Aporr_jass,9
Aspect,0,Aporr_jass,9
CEC,0,Aporr_jass,9
Clay.Silt,7.489,Aporr_jass,9
Cu,0.038,Aporr_jass,9
Dist_Coast,0,Aporr_jass,9
Dist_River,0,Aporr_jass,9
Dist_Urban,0,Aporr_jass,9
Elev,0,Aporr_jass,9
Forest_Coni,32.352,Aporr_jass,9
Forest_Deci,0,Aporr_jass,9
Hg,0,Aporr_jass,9
MAP,0.038,Aporr_jass,9
MAP_Seas,0,Aporr_jass,9
MAT,0,Aporr_jass,9
Moisture,35.427,Aporr_jass,9
N,10.809,Aporr_jass,9
NDVI,10.111,Aporr_jass,9
P,0,Aporr_jass,9
Pastures,0,Aporr_jass,9
Pop_Dens,0.226,Aporr_jass,9
SOC,0.415,Aporr_jass,9
Shrubland,0,Aporr_jass,9
Slope,0,Aporr_jass,9
pH,0,Aporr_jass,9
Agriculture,0.399,Aporr_limi,9
Aspect,0.261,Aporr_limi,9
CEC,1.219,Aporr_limi,9
Clay.Silt,4.873,Aporr_limi,9
Cu,1.059,Aporr_limi,9
Dist_Coast,0.556,Aporr_limi,9
Dist_River,0.923,Aporr_limi,9
Dist_Urban,1.22,Aporr_limi,9
Elev,2.639,Aporr_limi,9
Forest_Coni,4.258,Aporr_limi,9
Forest_Deci,0.68,Aporr_limi,9
Hg,0.317,Aporr_limi,9
MAP,3.671,Aporr_limi,9
MAP_Seas,0.445,Aporr_limi,9
MAT,66.706,Aporr_limi,9
Moisture,1.072,Aporr_limi,9
N,0.259,Aporr_limi,9
NDVI,0.606,Aporr_limi,9
P,0.204,Aporr_limi,9
Pastures,0.036,Aporr_limi,9
Pop_Dens,0.604,Aporr_limi,9
SOC,0,Aporr_limi,9
Shrubland,2.641,Aporr_limi,9
Slope,4.045,Aporr_limi,9
pH,1.308,Aporr_limi,9
Agriculture,3.258,Aporr_long,9
Aspect,0.075,Aporr_long,9
CEC,8.191,Aporr_long,9
Clay.Silt,4.191,Aporr_long,9
Cu,1.288,Aporr_long,9
Dist_Coast,4.256,Aporr_long,9
Dist_River,0.33,Aporr_long,9
Dist_Urban,0.831,Aporr_long,9
Elev,2.572,Aporr_long,9
Forest_Coni,1.084,Aporr_long,9
Forest_Deci,2.211,Aporr_long,9
Hg,0.07,Aporr_long,9
MAP,6.98,Aporr_long,9
MAP_Seas,16.773,Aporr_long,9
MAT,20.529,Aporr_long,9
Moisture,4.72,Aporr_long,9
N,3.587,Aporr_long,9
NDVI,0,Aporr_long,9
P,4.48,Aporr_long,9
Pastures,3.339,Aporr_long,9
Pop_Dens,1.131,Aporr_long,9
SOC,0.735,Aporr_long,9
Shrubland,0.479,Aporr_long,9
Slope,4.763,Aporr_long,9
pH,4.126,Aporr_long,9
Agriculture,0.21,Aporr_moll,9
Aspect,0.265,Aporr_moll,9
CEC,0.749,Aporr_moll,9
Clay.Silt,6.201,Aporr_moll,9
Cu,0,Aporr_moll,9
Dist_Coast,0.524,Aporr_moll,9
Dist_River,0.045,Aporr_moll,9
Dist_Urban,0.25,Aporr_moll,9
Elev,0.744,Aporr_moll,9
Forest_Coni,1.348,Aporr_moll,9
Forest_Deci,1.368,Aporr_moll,9
Hg,0,Aporr_moll,9
MAP,0,Aporr_moll,9
MAP_Seas,61.463,Aporr_moll,9
MAT,13.12,Aporr_moll,9
Moisture,0.859,Aporr_moll,9
N,0,Aporr_moll,9
NDVI,0.02,Aporr_moll,9
P,0,Aporr_moll,9
Pastures,7.309,Aporr_moll,9
Pop_Dens,0.06,Aporr_moll,9
SOC,0,Aporr_moll,9
Shrubland,5.302,Aporr_moll,9
Slope,0.13,Aporr_moll,9
pH,0.035,Aporr_moll,9
Agriculture,13.032,Aporr_noct,9
Aspect,1.438,Aporr_noct,9
CEC,0,Aporr_noct,9
Clay.Silt,0.742,Aporr_noct,9
Cu,0,Aporr_noct,9
Dist_Coast,27.029,Aporr_noct,9
Dist_River,0.019,Aporr_noct,9
Dist_Urban,1.456,Aporr_noct,9
Elev,0.315,Aporr_noct,9
Forest_Coni,9.526,Aporr_noct,9
Forest_Deci,0.918,Aporr_noct,9
Hg,0.436,Aporr_noct,9
MAP,0,Aporr_noct,9
MAP_Seas,0.158,Aporr_noct,9
MAT,5.806,Aporr_noct,9
Moisture,6.883,Aporr_noct,9
N,0,Aporr_noct,9
NDVI,0,Aporr_noct,9
P,0.742,Aporr_noct,9
Pastures,0.77,Aporr_noct,9
Pop_Dens,0,Aporr_noct,9
SOC,0,Aporr_noct,9
Shrubland,1.623,Aporr_noct,9
Slope,9.136,Aporr_noct,9
pH,19.97,Aporr_noct,9
Agriculture,0.454,Aporr_oliv,9
Aspect,0,Aporr_oliv,9
CEC,11.355,Aporr_oliv,9
Clay.Silt,0.908,Aporr_oliv,9
Cu,0,Aporr_oliv,9
Dist_Coast,0,Aporr_oliv,9
Dist_River,0,Aporr_oliv,9
Dist_Urban,8.176,Aporr_oliv,9
Elev,0,Aporr_oliv,9
Forest_Coni,0,Aporr_oliv,9
Forest_Deci,0.151,Aporr_oliv,9
Hg,0,Aporr_oliv,9
MAP,8.251,Aporr_oliv,9
MAP_Seas,67.222,Aporr_oliv,9
MAT,0,Aporr_oliv,9
Moisture,0,Aporr_oliv,9
N,0,Aporr_oliv,9
NDVI,0,Aporr_oliv,9
P,0,Aporr_oliv,9
Pastures,0,Aporr_oliv,9
Pop_Dens,0.378,Aporr_oliv,9
SOC,0,Aporr_oliv,9
Shrubland,0,Aporr_oliv,9
Slope,3.104,Aporr_oliv,9
pH,0,Aporr_oliv,9
Agriculture,2.418,Aporr_rose,9
Aspect,0.234,Aporr_rose,9
CEC,6.139,Aporr_rose,9
Clay.Silt,1.618,Aporr_rose,9
Cu,4.977,Aporr_rose,9
Dist_Coast,8.016,Aporr_rose,9
Dist_River,0.157,Aporr_rose,9
Dist_Urban,0.26,Aporr_rose,9
Elev,4.424,Aporr_rose,9
Forest_Coni,4.396,Aporr_rose,9
Forest_Deci,2.555,Aporr_rose,9
Hg,0.716,Aporr_rose,9
MAP,0.476,Aporr_rose,9
MAP_Seas,11.31,Aporr_rose,9
MAT,12.889,Aporr_rose,9
Moisture,2.365,Aporr_rose,9
N,3.043,Aporr_rose,9
NDVI,1.651,Aporr_rose,9
P,2.112,Aporr_rose,9
Pastures,7.477,Aporr_rose,9
Pop_Dens,9.674,Aporr_rose,9
SOC,1.449,Aporr_rose,9
Shrubland,1.782,Aporr_rose,9
Slope,0.755,Aporr_rose,9
pH,9.104,Aporr_rose,9
Agriculture,0,Aporr_smar,9
Aspect,0,Aporr_smar,9
CEC,0,Aporr_smar,9
Clay.Silt,0,Aporr_smar,9
Cu,0,Aporr_smar,9
Dist_Coast,2.303,Aporr_smar,9
Dist_River,0,Aporr_smar,9
Dist_Urban,0,Aporr_smar,9
Elev,0.903,Aporr_smar,9
Forest_Coni,1.558,Aporr_smar,9
Forest_Deci,3.658,Aporr_smar,9
Hg,35.9,Aporr_smar,9
MAP,0,Aporr_smar,9
MAP_Seas,0,Aporr_smar,9
MAT,0,Aporr_smar,9
Moisture,0,Aporr_smar,9
N,0,Aporr_smar,9
NDVI,0,Aporr_smar,9
P,0,Aporr_smar,9
Pastures,0,Aporr_smar,9
Pop_Dens,0.181,Aporr_smar,9
SOC,0,Aporr_smar,9
Shrubland,0,Aporr_smar,9
Slope,0,Aporr_smar,9
pH,55.498,Aporr_smar,9
Agriculture,2.576,Aporr_trap,9
Aspect,0.274,Aporr_trap,9
CEC,9.387,Aporr_trap,9
Clay.Silt,0,Aporr_trap,9
Cu,1.073,Aporr_trap,9
Dist_Coast,0.131,Aporr_trap,9
Dist_River,2.505,Aporr_trap,9
Dist_Urban,0.072,Aporr_trap,9
Elev,0.048,Aporr_trap,9
Forest_Coni,1.813,Aporr_trap,9
Forest_Deci,0.167,Aporr_trap,9
Hg,0.453,Aporr_trap,9
MAP,0.799,Aporr_trap,9
MAP_Seas,66.722,Aporr_trap,9
MAT,0.847,Aporr_trap,9
Moisture,1.67,Aporr_trap,9
N,0.155,Aporr_trap,9
NDVI,1.801,Aporr_trap,9
P,4.163,Aporr_trap,9
Pastures,0.024,Aporr_trap,9
Pop_Dens,0.584,Aporr_trap,9
SOC,0.322,Aporr_trap,9
Shrubland,1.515,Aporr_trap,9
Slope,0.811,Aporr_trap,9
pH,2.087,Aporr_trap,9
Agriculture,13.23,Dendr_alpi,9
Aspect,0,Dendr_alpi,9
CEC,0,Dendr_alpi,9
Clay.Silt,10.895,Dendr_alpi,9
Cu,1.946,Dendr_alpi,9
Dist_Coast,6.226,Dendr_alpi,9
Dist_River,0,Dendr_alpi,9
Dist_Urban,2.335,Dendr_alpi,9
Elev,0,Dendr_alpi,9
Forest_Coni,2.724,Dendr_alpi,9
Forest_Deci,8.56,Dendr_alpi,9
Hg,0,Dendr_alpi,9
MAP,0,Dendr_alpi,9
MAP_Seas,1.556,Dendr_alpi,9
MAT,0,Dendr_alpi,9
Moisture,4.28,Dendr_alpi,9
N,0.389,Dendr_alpi,9
NDVI,0,Dendr_alpi,9
P,0,Dendr_alpi,9
Pastures,2.335,Dendr_alpi,9
Pop_Dens,10.117,Dendr_alpi,9
SOC,0,Dendr_alpi,9
Shrubland,0,Dendr_alpi,9
Slope,0,Dendr_alpi,9
pH,35.409,Dendr_alpi,9
Agriculture,12.815,Dendr_atte,9
Aspect,0.837,Dendr_atte,9
CEC,2.593,Dendr_atte,9
Clay.Silt,7.237,Dendr_atte,9
Cu,0.099,Dendr_atte,9
Dist_Coast,10.187,Dendr_atte,9
Dist_River,0.274,Dendr_atte,9
Dist_Urban,5.3,Dendr_atte,9
Elev,1.718,Dendr_atte,9
Forest_Coni,0.997,Dendr_atte,9
Forest_Deci,4.193,Dendr_atte,9
Hg,0.297,Dendr_atte,9
MAP,2.262,Dendr_atte,9
MAP_Seas,0.877,Dendr_atte,9
MAT,19.732,Dendr_atte,9
Moisture,1.233,Dendr_atte,9
N,0.09,Dendr_atte,9
NDVI,4.337,Dendr_atte,9
P,4.127,Dendr_atte,9
Pastures,3.436,Dendr_atte,9
Pop_Dens,0.967,Dendr_atte,9
SOC,1.378,Dendr_atte,9
Shrubland,0.543,Dendr_atte,9
Slope,1.567,Dendr_atte,9
pH,12.905,Dendr_atte,9
Agriculture,3.311,Dendr_bybl,9
Aspect,0.72,Dendr_bybl,9
CEC,0,Dendr_bybl,9
Clay.Silt,46.887,Dendr_bybl,9
Cu,0.576,Dendr_bybl,9
Dist_Coast,1.115,Dendr_bybl,9
Dist_River,0.792,Dendr_bybl,9
Dist_Urban,0,Dendr_bybl,9
Elev,0,Dendr_bybl,9
Forest_Coni,2.483,Dendr_bybl,9
Forest_Deci,2.123,Dendr_bybl,9
Hg,0.216,Dendr_bybl,9
MAP,7.233,Dendr_bybl,9
MAP_Seas,18.136,Dendr_bybl,9
MAT,0,Dendr_bybl,9
Moisture,1.044,Dendr_bybl,9
N,0.288,Dendr_bybl,9
NDVI,0,Dendr_bybl,9
P,0,Dendr_bybl,9
Pastures,0.144,Dendr_bybl,9
Pop_Dens,1.475,Dendr_bybl,9
SOC,1.331,Dendr_bybl,9
Shrubland,4.678,Dendr_bybl,9
Slope,2.627,Dendr_bybl,9
pH,4.822,Dendr_bybl,9
Agriculture,0.034,Dendr_hort,9
Aspect,0.23,Dendr_hort,9
CEC,0.587,Dendr_hort,9
Clay.Silt,0,Dendr_hort,9
Cu,0.023,Dendr_hort,9
Dist_Coast,19.983,Dendr_hort,9
Dist_River,0.129,Dendr_hort,9
Dist_Urban,0,Dendr_hort,9
Elev,8.898,Dendr_hort,9
Forest_Coni,1.064,Dendr_hort,9
Forest_Deci,1.123,Dendr_hort,9
Hg,0,Dendr_hort,9
MAP,0.418,Dendr_hort,9
MAP_Seas,0.053,Dendr_hort,9
MAT,57.658,Dendr_hort,9
Moisture,0.247,Dendr_hort,9
N,0.011,Dendr_hort,9
NDVI,0.125,Dendr_hort,9
P,0,Dendr_hort,9
Pastures,1.189,Dendr_hort,9
Pop_Dens,6.42,Dendr_hort,9
SOC,0,Dendr_hort,9
Shrubland,0.549,Dendr_hort,9
Slope,0.406,Dendr_hort,9
pH,0.853,Dendr_hort,9
Agriculture,0.473,Dendr_illy,9
Aspect,0.156,Dendr_illy,9
CEC,1.714,Dendr_illy,9
Clay.Silt,2.366,Dendr_illy,9
Cu,0,Dendr_illy,9
Dist_Coast,58.583,Dendr_illy,9
Dist_River,0.067,Dendr_illy,9
Dist_Urban,0.952,Dendr_illy,9
Elev,2.16,Dendr_illy,9
Forest_Coni,1.147,Dendr_illy,9
Forest_Deci,0.512,Dendr_illy,9
