"species","latitude","longitude","datasource","year","OBJECTID",".val",".equ",".zer",".cap",".cen",".sea",".gbf",".summary"
"Aporrectodea longa",51.435405,-0.073599,"GBIF",2020,5831,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Bimastos rubidus",51.435405,-0.073599,"GBIF",2020,5832,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",51.435405,-0.073599,"GBIF",2020,5833,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eisenia fetida",59.440732,10.61205,"GBIF",1974,5949,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",58.660668,5.55723,"GBIF",2007,5968,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",59.894005,10.599213,"GBIF",2016,5972,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Metaphire kiengiangensis",37.6,6.2,"GBIF",2010,5974,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Polypheretima cordata",42,38.1,"GBIF",2013,5975,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",52.386787,4.814366,"GBIF",1999,6109,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",52.217202,-10.350647,"GBIF",2007,6124,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",52.757556,-7.970265,"GBIF",2006,6168,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",52.875749,-9.434858,"GBIF",2006,6224,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",54.689892,-8.778641,"GBIF",2005,6243,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",54.689892,-8.778641,"GBIF",2008,6245,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",54.301026,-9.762029,"GBIF",2005,6266,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",54.650863,-8.64485,"GBIF",2008,6302,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",54.267238,-9.052587,"GBIF",2007,6305,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",53.762281,-9.810079,"GBIF",2009,6312,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",57.43398,12.01572,"GBIF",2021,6571,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",59.586848,5.180246,"GBIF",2010,6619,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",59.898911,10.577177,"GBIF",2010,6621,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",59.837435,10.814905,"GBIF",2010,6624,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Enterion cyaneum",65.934763,12.3582,"GBIF",2010,6626,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",59.934721,10.728226,"GBIF",2010,6628,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea rosea",59.914665,10.685991,"GBIF",2010,6631,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea longa",59.84892,10.669205,"GBIF",2010,6634,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6635,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena hortensis",59.9771,10.680449,"GBIF",2019,6642,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",58.994951,5.752584,"GBIF",2010,6644,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",65.934763,12.3582,"GBIF",2010,6645,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",59.837435,10.814905,"GBIF",2010,6647,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",62.740336,7.135437,"GBIF",2010,6650,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Bimastos rubidus",59.937802,10.69914,"GBIF",2010,6658,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea longa",65.931561,12.348987,"GBIF",2010,6659,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6664,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6665,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Bimastos rubidus",69.666217,18.966056,"GBIF",2010,6666,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",59.90422,10.792671,"GBIF",2016,6670,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Dendrobaena hortensis",59.91703,10.72428,"GBIF",2019,6672,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea longa",59.934721,10.728226,"GBIF",2010,6674,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea rosea",59.934721,10.728226,"GBIF",2010,6675,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",59.586848,5.180246,"GBIF",2010,6676,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Enterion cyaneum",60.377869,5.055906,"GBIF",2010,6684,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",59.925253,10.628917,"GBIF",2010,6690,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",59.84892,10.669205,"GBIF",2010,6692,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Enterion cyaneum",61.105526,5.514699,"GBIF",2010,6696,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6699,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6700,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena hortensis",59.94,10.8758,"GBIF",2019,6706,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea rosea",59.898911,10.577177,"GBIF",2010,6708,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",59.898911,10.577177,"GBIF",2010,6709,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",59.837435,10.814905,"GBIF",2010,6712,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus rubellus",62.740336,7.135437,"GBIF",2010,6715,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",69.666217,18.966056,"GBIF",2010,6727,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6728,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6729,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",69.666217,18.966056,"GBIF",2010,6730,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",68.776409,17.114208,"GBIF",1990,6733,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",59.586848,5.180246,"GBIF",2010,6734,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",59.898911,10.577177,"GBIF",2010,6735,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",59.898911,10.577177,"GBIF",2010,6736,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eisenia andrei",62.740336,7.135437,"GBIF",2010,6743,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",59.925253,10.628917,"GBIF",2010,6749,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Enterion cyaneum",59.596468,5.211532,"GBIF",2010,6752,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",61.105526,5.514699,"GBIF",2010,6754,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6757,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",69.666217,18.966056,"GBIF",2010,6758,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena hortensis",59.91423,10.829151,"GBIF",2019,6760,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea longa",59.950798,10.648953,"GBIF",2010,6762,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",59.84892,10.669205,"GBIF",2010,6763,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",59.837435,10.814905,"GBIF",2010,6767,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea longa",59.925253,10.628917,"GBIF",2010,6775,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6786,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",69.673162,18.968487,"GBIF",2010,6787,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",69.666217,18.966056,"GBIF",2010,6788,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",69.666217,18.966056,"GBIF",2010,6789,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",59.91423,10.829151,"GBIF",2016,6790,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",59.9771,10.680449,"GBIF",2016,6791,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Enterion cyaneum",57.64156,11.86354,"GBIF",2017,6798,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",52.510044,13.321073,"GBIF",2009,6806,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Allolobophora chlorotica",48.88743,2.35879,"GBIF",2013,6844,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eisenia fetida",48.88743,2.35879,"GBIF",2013,6845,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",48.88743,2.35879,"GBIF",2013,6846,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eisenia fetida",48.88743,2.35879,"GBIF",2013,6847,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",48.88743,2.35879,"GBIF",2013,6848,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",60.216785,24.783055,"GBIF",2006,6849,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",60.217158,24.984457,"GBIF",2016,6850,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",60.258145,24.944464,"GBIF",2008,6851,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",60.16854,24.826834,"GBIF",2007,6852,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",60.258161,24.944336,"GBIF",2008,6853,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",60.27,5.22,"GBIF",2008,6874,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.130001,1.37,"GBIF",2009,6884,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.560001,1.46,"GBIF",2009,6885,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.130001,1.37,"GBIF",2009,6907,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.130001,1.37,"GBIF",2009,6911,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.540001,1.55,"GBIF",2009,6918,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus castaneus",42.490002,1.49,"GBIF",2007,6924,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Allolobophora chlorotica",50.130001,1.37,"GBIF",2009,6932,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",59.30147,18.59212,"GBIF",1998,6949,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",51.5059,-0.1735,"GBIF",2018,6955,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Allolobophora chlorotica",51.435405,-0.073599,"GBIF",2020,6956,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",59.12949,18.36443,"GBIF",2017,7012,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",56.71202,16.50346,"GBIF",2015,7018,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eisenia fetida",59.25239,17.97666,"GBIF",2013,7024,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",59.84952,10.796869,"GBIF",2021,7034,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",65.5445,22.29546,"GBIF",2020,7038,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",59.2769,18.7465,"GBIF",2018,7080,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",58.93017,17.91263,"GBIF",1998,7105,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",55.58783,14.31021,"GBIF",2019,7110,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",59.15194,18.36925,"GBIF",1998,7189,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eisenia fetida",59.36975,17.90578,"GBIF",2016,7305,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea longa",51.496101,-0.1785,"GBIF",2021,12762,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"Kenleenus armadas",53.233333,-6.233333,"GBIF",2012,12763,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Bimastos rubidus",51.435405,-0.073599,"GBIF",2020,12764,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus castaneus",51.457543,-2.828982,"GBIF",2017,12821,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",59.297895,10.48431,"GBIF",2020,12837,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",51.627768,-4.247973,"GBIF",2002,13058,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",51.630593,-4.916465,"GBIF",1980,13061,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",51.435405,-0.073599,"GBIF",2020,13062,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eophila icterica",51.496101,-0.1785,"GBIF",2021,13063,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"Kenleenus armadas",53.233333,-6.233333,"GBIF",2012,13064,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.496903,-0.178049,"GBIF",2019,13066,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"Lumbricus terrestris",53.591419,9.652898,"GBIF",2019,13098,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Scherotheca portcrosana",43.0119,6.39384,"GBIF",2018,13115,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Cataladrilus porquerollensis",42.9961,6.20393,"GBIF",2018,13116,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Scherotheca portcrosana",43.0119,6.39384,"GBIF",2018,13117,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Scherotheca portcrosana",43.0042,6.39014,"GBIF",2018,13118,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Cataladrilus porquerollensis",42.9961,6.20393,"GBIF",2018,13119,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Cataladrilus porquerollensis",42.9955,6.20609,"GBIF",2018,13120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Cataladrilus porquerollensis",42.9961,6.20393,"GBIF",2018,13121,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Scherotheca portcrosana",43.0089,6.41176,"GBIF",2018,13122,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Cataladrilus porquerollensis",42.9988,6.20025,"GBIF",2018,13123,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Scherotheca portcrosana",43.0042,6.39014,"GBIF",2018,13124,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Cataladrilus porquerollensis",42.9955,6.20609,"GBIF",2018,13125,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",55.58783,14.31021,"GBIF",2019,13181,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",52.395997,4.920178,"GBIF",1993,13241,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",52.31122,4.894542,"GBIF",1989,13315,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",56.92354,16.88666,"GBIF",2018,13345,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.130001,1.37,"GBIF",2009,13352,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.130001,1.37,"GBIF",2009,13367,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.560001,1.46,"GBIF",2009,13368,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.560001,1.46,"GBIF",2009,13381,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.540001,1.55,"GBIF",2009,13388,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.130001,1.37,"GBIF",2009,13391,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.130001,1.37,"GBIF",2009,13396,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.540001,1.55,"GBIF",2009,13398,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.130001,1.37,"GBIF",2009,13412,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",50.540001,1.55,"GBIF",2009,13416,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",38.746941,-9.193301,"GBIF",2020,13420,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",53.595825,-2.424834,"GBIF",2014,13581,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.134361,1.304025,"GBIF",2013,13660,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",52.060092,-0.715152,"GBIF",2008,13846,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.455463,0.005683,"GBIF",2019,14078,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.447374,0.147519,"GBIF",2011,14102,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.126658,1.31524,"GBIF",2009,14138,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",51.134361,1.304025,"GBIF",2011,14187,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",52.66261,-0.61734,"GBIF",2004,14264,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",52.871849,1.430948,"GBIF",2014,14429,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",51.451458,-0.023278,"GBIF",2019,14857,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.440802,-0.026472,"GBIF",2013,14971,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.404435,-0.292732,"GBIF",2018,15029,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.447374,0.147519,"GBIF",2014,15271,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.134361,1.304025,"GBIF",2013,15364,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",50.639481,-1.950452,"GBIF",1990,15787,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",53.408744,-1.568486,"GBIF",2009,15844,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",50.660096,-1.961636,"GBIF",2009,15869,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",51.455026,0.004945,"GBIF",2014,15941,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.134361,1.304025,"GBIF",2011,16017,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",53.453968,-2.095585,"GBIF",2019,16338,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.127387,1.314277,"GBIF",2013,16352,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",51.397229,-0.275937,"GBIF",2016,17240,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",53.408744,-1.568486,"GBIF",2012,17318,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.434079,-0.02833,"GBIF",2014,17488,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.56334,-0.088088,"GBIF",2015,17625,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",51.438917,-0.026697,"GBIF",2013,18147,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Eiseniella tetraedra",52.871849,1.430948,"GBIF",2013,18302,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",50.613436,-1.972938,"GBIF",2014,18380,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",50.613436,-1.972938,"GBIF",2014,18394,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",51.127387,1.314277,"GBIF",2010,18402,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",51.469358,-0.018185,"GBIF",2019,18656,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea longa",57.184902,-7.422857,"GBIF",2014,18738,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eiseniella tetraedra",57.184902,-7.422857,"GBIF",2014,18739,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea rosea",57.184902,-7.422857,"GBIF",2014,18740,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",57.489883,-7.234159,"GBIF",2014,18744,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",57.184902,-7.422857,"GBIF",2014,18747,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",57.184902,-7.422857,"GBIF",2014,18748,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
