"IUCNcat","sumCell","SpeciesID","coverage","SSP","coverage_km2"
"Ia",43.8912761595068,"Lumbr_terr_ssp585_mean",5e-04,"ssp585",219.46
"Ib",13.8339780347389,"Lumbr_terr_ssp585_mean",2e-04,"ssp585",69.17
"II",456.495617400915,"Lumbr_terr_ssp585_mean",0.0056,"ssp585",2282.48
"III",33.8873750881388,"Lumbr_terr_ssp585_mean",4e-04,"ssp585",169.44
"IV",2012.39269198483,"Lumbr_terr_ssp585_mean",0.0246,"ssp585",10061.96
"Not.Applicable",208.767120250623,"Lumbr_terr_ssp585_mean",0.0025,"ssp585",1043.84
"Not.Assigned",1437.44899416727,"Lumbr_terr_ssp585_mean",0.0175,"ssp585",7187.24
"Not.Reported",11469.816198868,"Lumbr_terr_ssp585_mean",0.14,"ssp585",57349.08
"Outside.PA",53588.1495677152,"Lumbr_terr_ssp585_mean",0.6541,"ssp585",267940.75
"Presence",81930,"Lumbr_terr_ssp585_mean",1,"ssp585",409650
"Protected",15225.8181189989,"Lumbr_terr_ssp585_mean",0.1858,"ssp585",76129.09
"Unprotected",66704.1818810011,"Lumbr_terr_ssp585_mean",0.8142,"ssp585",333520.91
"V",12513.8902090719,"Lumbr_terr_ssp585_mean",0.1527,"ssp585",62569.45
"VI",151.426971258818,"Lumbr_terr_ssp585_mean",0.0018,"ssp585",757.13
"Ia",29.8758721672962,"Octol_cyan_ssp126_mean",4e-04,"ssp126",149.38
"Ib",7.87063460347531,"Octol_cyan_ssp126_mean",1e-04,"ssp126",39.35
"II",507.428939191099,"Octol_cyan_ssp126_mean",0.007,"ssp126",2537.14
"III",27.4078116847515,"Octol_cyan_ssp126_mean",4e-04,"ssp126",137.04
"IV",1627.28388309514,"Octol_cyan_ssp126_mean",0.0226,"ssp126",8136.42
"Not.Applicable",147.12140436277,"Octol_cyan_ssp126_mean",0.002,"ssp126",735.61
"Not.Assigned",915.459450888254,"Octol_cyan_ssp126_mean",0.0127,"ssp126",4577.3
"Not.Reported",10528.10968209,"Octol_cyan_ssp126_mean",0.1462,"ssp126",52640.55
"Outside.PA",46326.6742248745,"Octol_cyan_ssp126_mean",0.6431,"ssp126",231633.37
"Presence",72034,"Octol_cyan_ssp126_mean",1,"ssp126",360170
"Protected",14116.6352377844,"Octol_cyan_ssp126_mean",0.196,"ssp126",70583.18
"Unprotected",57917.3647622156,"Octol_cyan_ssp126_mean",0.804,"ssp126",289586.82
"V",11648.0332482887,"Octol_cyan_ssp126_mean",0.1617,"ssp126",58240.17
"VI",268.734848753959,"Octol_cyan_ssp126_mean",0.0037,"ssp126",1343.67
"Ia",30.0414189662547,"Octol_cyan_ssp370_mean",4e-04,"ssp370",150.21
"Ib",7.78244764839587,"Octol_cyan_ssp370_mean",1e-04,"ssp370",38.91
"II",488.364231996387,"Octol_cyan_ssp370_mean",0.0068,"ssp370",2441.82
"III",27.8704314489179,"Octol_cyan_ssp370_mean",4e-04,"ssp370",139.35
"IV",1579.44806533763,"Octol_cyan_ssp370_mean",0.0221,"ssp370",7897.24
"Not.Applicable",166.165834558417,"Octol_cyan_ssp370_mean",0.0023,"ssp370",830.83
"Not.Assigned",900.615921236034,"Octol_cyan_ssp370_mean",0.0126,"ssp370",4503.08
"Not.Reported",10504.2209848199,"Octol_cyan_ssp370_mean",0.1468,"ssp370",52521.1
"Outside.PA",46163.8973496882,"Octol_cyan_ssp370_mean",0.645,"ssp370",230819.49
"Presence",71568,"Octol_cyan_ssp370_mean",1,"ssp370",357840
"Protected",13833.0999096975,"Octol_cyan_ssp370_mean",0.1933,"ssp370",69165.5
"Unprotected",57734.9000903025,"Octol_cyan_ssp370_mean",0.8067,"ssp370",288674.5
"V",11427.1636524272,"Octol_cyan_ssp370_mean",0.1597,"ssp370",57135.82
"VI",272.429661872658,"Octol_cyan_ssp370_mean",0.0038,"ssp370",1362.15
"Ia",33.4325873290304,"Octol_cyan_ssp585_mean",5e-04,"ssp585",167.16
"Ib",7.72973999304054,"Octol_cyan_ssp585_mean",1e-04,"ssp585",38.65
"II",447.217086318036,"Octol_cyan_ssp585_mean",0.0066,"ssp585",2236.09
"III",26.7027351468551,"Octol_cyan_ssp585_mean",4e-04,"ssp585",133.51
"IV",1475.17443410242,"Octol_cyan_ssp585_mean",0.0217,"ssp585",7375.87
"Not.Applicable",162.116417295666,"Octol_cyan_ssp585_mean",0.0024,"ssp585",810.58
"Not.Assigned",858.955406512617,"Octol_cyan_ssp585_mean",0.0126,"ssp585",4294.78
"Not.Reported",9995.49755483602,"Octol_cyan_ssp585_mean",0.147,"ssp585",49977.49
"Outside.PA",43866.3573153651,"Octol_cyan_ssp585_mean",0.6449,"ssp585",219331.79
"Presence",68017,"Octol_cyan_ssp585_mean",1,"ssp585",340085
"Protected",13134.0733059906,"Octol_cyan_ssp585_mean",0.1931,"ssp585",65670.37
"Unprotected",54882.9266940094,"Octol_cyan_ssp585_mean",0.8069,"ssp585",274414.63
"V",10905.4379331589,"Octol_cyan_ssp585_mean",0.1603,"ssp585",54527.19
"VI",238.378789942326,"Octol_cyan_ssp585_mean",0.0035,"ssp585",1191.89
"Ia",154.710409651637,"Octol_lact_ssp126_mean",0.0019,"ssp126",773.55
"Ib",726.209904370614,"Octol_lact_ssp126_mean",0.0088,"ssp126",3631.05
"II",1630.93519328969,"Octol_lact_ssp126_mean",0.0197,"ssp126",8154.68
"III",86.5133089209501,"Octol_lact_ssp126_mean",0.001,"ssp126",432.57
"IV",3719.02622740456,"Octol_lact_ssp126_mean",0.0448,"ssp126",18595.13
"Not.Applicable",365.967844039672,"Octol_lact_ssp126_mean",0.0044,"ssp126",1829.84
"Not.Assigned",1715.02669710045,"Octol_lact_ssp126_mean",0.0207,"ssp126",8575.13
"Not.Reported",17897.3998099628,"Octol_lact_ssp126_mean",0.2158,"ssp126",89487
"Outside.PA",45461.0212050444,"Octol_lact_ssp126_mean",0.5482,"ssp126",227305.11
"Presence",82928,"Octol_lact_ssp126_mean",1,"ssp126",414640
"Protected",17488.5844438527,"Octol_lact_ssp126_mean",0.2109,"ssp126",87442.92
"Unprotected",65439.4155561473,"Octol_lact_ssp126_mean",0.7891,"ssp126",327197.08
"V",10409.6047007621,"Octol_lact_ssp126_mean",0.1255,"ssp126",52048.02
"VI",761.584699453132,"Octol_lact_ssp126_mean",0.0092,"ssp126",3807.92
"Ia",155.837386525362,"Octol_lact_ssp370_mean",0.0019,"ssp370",779.19
"Ib",747.345170417585,"Octol_lact_ssp370_mean",0.009,"ssp370",3736.73
"II",1623.89291732401,"Octol_lact_ssp370_mean",0.0196,"ssp370",8119.46
"III",86.7886332373569,"Octol_lact_ssp370_mean",0.001,"ssp370",433.94
"IV",3702.33993550637,"Octol_lact_ssp370_mean",0.0446,"ssp370",18511.7
"Not.Applicable",367.926401241221,"Octol_lact_ssp370_mean",0.0044,"ssp370",1839.63
"Not.Assigned",1711.43090808935,"Octol_lact_ssp370_mean",0.0206,"ssp370",8557.15
"Not.Reported",17904.5577991803,"Octol_lact_ssp370_mean",0.2156,"ssp370",89522.79
"Outside.PA",45580.7624763912,"Octol_lact_ssp370_mean",0.5489,"ssp370",227903.81
"Presence",83035,"Octol_lact_ssp370_mean",1,"ssp370",415175
"Protected",17470.3224150979,"Octol_lact_ssp370_mean",0.2104,"ssp370",87351.61
"Unprotected",65564.6775849021,"Octol_lact_ssp370_mean",0.7896,"ssp370",327823.39
"V",10395.3939366506,"Octol_lact_ssp370_mean",0.1252,"ssp370",51976.97
"VI",758.724435436687,"Octol_lact_ssp370_mean",0.0091,"ssp370",3793.62
"Ia",156.743942544209,"Octol_lact_ssp585_mean",0.0019,"ssp585",783.72
"Ib",753.8922498848,"Octol_lact_ssp585_mean",0.0091,"ssp585",3769.46
"II",1625.81599905759,"Octol_lact_ssp585_mean",0.0196,"ssp585",8129.08
"III",87.3143876170343,"Octol_lact_ssp585_mean",0.0011,"ssp585",436.57
"IV",3704.59790259588,"Octol_lact_ssp585_mean",0.0446,"ssp585",18522.99
"Not.Applicable",367.612672398337,"Octol_lact_ssp585_mean",0.0044,"ssp585",1838.06
"Not.Assigned",1714.07064778722,"Octol_lact_ssp585_mean",0.0206,"ssp585",8570.35
"Not.Reported",17924.6600750344,"Octol_lact_ssp585_mean",0.2159,"ssp585",89623.3
"Outside.PA",45550.1696851479,"Octol_lact_ssp585_mean",0.5486,"ssp585",227750.85
"Presence",83031,"Octol_lact_ssp585_mean",1,"ssp585",415155
"Protected",17474.4869196321,"Octol_lact_ssp585_mean",0.2105,"ssp585",87372.43
"Unprotected",65556.5130803678,"Octol_lact_ssp585_mean",0.7895,"ssp585",327782.57
"V",10388.1474360738,"Octol_lact_ssp585_mean",0.1251,"ssp585",51940.74
"VI",757.975001858803,"Octol_lact_ssp585_mean",0.0091,"ssp585",3789.88
"Ia",27.4917016370412,"Octol_tyrt_ssp126_mean",8e-04,"ssp126",137.46
"Ib",12.468596557622,"Octol_tyrt_ssp126_mean",4e-04,"ssp126",62.34
"II",285.086405682288,"Octol_tyrt_ssp126_mean",0.0083,"ssp126",1425.43
"III",19.0996490551553,"Octol_tyrt_ssp126_mean",6e-04,"ssp126",95.5
"IV",892.446858262076,"Octol_tyrt_ssp126_mean",0.026,"ssp126",4462.23
"Not.Applicable",206.254465465487,"Octol_tyrt_ssp126_mean",0.006,"ssp126",1031.27
"Not.Assigned",638.302767462371,"Octol_tyrt_ssp126_mean",0.0186,"ssp126",3191.51
"Not.Reported",5779.07558067755,"Octol_tyrt_ssp126_mean",0.1685,"ssp126",28895.38
"Outside.PA",19393.4493107752,"Octol_tyrt_ssp126_mean",0.5656,"ssp126",96967.25
"Presence",34291,"Octol_tyrt_ssp126_mean",1,"ssp126",171455
"Protected",8273.91787561936,"Octol_tyrt_ssp126_mean",0.2413,"ssp126",41369.59
"Unprotected",26017.0821243806,"Octol_tyrt_ssp126_mean",0.7587,"ssp126",130085.41
"V",6964.71264213559,"Octol_tyrt_ssp126_mean",0.2031,"ssp126",34823.56
"VI",72.6120222895825,"Octol_tyrt_ssp126_mean",0.0021,"ssp126",363.06
"Ia",24.8141480582565,"Octol_tyrt_ssp370_mean",7e-04,"ssp370",124.07
"Ib",12.0973699465592,"Octol_tyrt_ssp370_mean",4e-04,"ssp370",60.49
"II",263.824428385412,"Octol_tyrt_ssp370_mean",0.0078,"ssp370",1319.12
"III",17.8786288587696,"Octol_tyrt_ssp370_mean",5e-04,"ssp370",89.39
"IV",885.579622942817,"Octol_tyrt_ssp370_mean",0.0263,"ssp370",4427.9
"Not.Applicable",202.978606732309,"Octol_tyrt_ssp370_mean",0.006,"ssp370",1014.89
"Not.Assigned",632.402497188813,"Octol_tyrt_ssp370_mean",0.0188,"ssp370",3162.01
"Not.Reported",5621.22283267666,"Octol_tyrt_ssp370_mean",0.1672,"ssp370",28106.11
"Outside.PA",19055.7877196328,"Octol_tyrt_ssp370_mean",0.5668,"ssp370",95278.94
"Presence",33622,"Octol_tyrt_ssp370_mean",1,"ssp370",168110
"Protected",8109.60834376942,"Octol_tyrt_ssp370_mean",0.2412,"ssp370",40548.04
"Unprotected",25512.3916562306,"Octol_tyrt_ssp370_mean",0.7588,"ssp370",127561.96
"V",6819.47037763269,"Octol_tyrt_ssp370_mean",0.2028,"ssp370",34097.35
"VI",85.9437679449165,"Octol_tyrt_ssp370_mean",0.0026,"ssp370",429.72
"Ia",29.9583017792309,"Octol_tyrt_ssp585_mean",9e-04,"ssp585",149.79
"Ib",12.3842265786568,"Octol_tyrt_ssp585_mean",4e-04,"ssp585",61.92
"II",316.749914577418,"Octol_tyrt_ssp585_mean",0.0094,"ssp585",1583.75
"III",19.8625147044042,"Octol_tyrt_ssp585_mean",6e-04,"ssp585",99.31
"IV",827.875576176059,"Octol_tyrt_ssp585_mean",0.0245,"ssp585",4139.38
"Not.Applicable",194.820007102267,"Octol_tyrt_ssp585_mean",0.0058,"ssp585",974.1
"Not.Assigned",614.255135129186,"Octol_tyrt_ssp585_mean",0.0182,"ssp585",3071.28
"Not.Reported",5818.90416058731,"Octol_tyrt_ssp585_mean",0.1724,"ssp585",29094.52
"Outside.PA",19087.3778503028,"Octol_tyrt_ssp585_mean",0.5655,"ssp585",95436.89
"Presence",33751,"Octol_tyrt_ssp585_mean",1,"ssp585",168755
"Protected",8035.64284687842,"Octol_tyrt_ssp585_mean",0.2381,"ssp585",40178.21
"Unprotected",25715.3571531216,"Octol_tyrt_ssp585_mean",0.7619,"ssp585",128576.79
"V",6750.38888576835,"Octol_tyrt_ssp585_mean",0.2,"ssp585",33751.94
"VI",78.4234272943049,"Octol_tyrt_ssp585_mean",0.0023,"ssp585",392.12
"Ia",1.0416938051294,"Satch_mamm_ssp126_mean",0,"ssp126",5.21
"Ib",0.121071192901582,"Satch_mamm_ssp126_mean",0,"ssp126",0.61
"II",33.3167861979191,"Satch_mamm_ssp126_mean",0.0015,"ssp126",166.58
"III",1.41338188130112,"Satch_mamm_ssp126_mean",1e-04,"ssp126",7.07
"IV",593.16357892644,"Satch_mamm_ssp126_mean",0.0272,"ssp126",2965.82
"Not.Applicable",14.4104527204709,"Satch_mamm_ssp126_mean",7e-04,"ssp126",72.05
"Not.Assigned",238.38892270213,"Satch_mamm_ssp126_mean",0.0109,"ssp126",1191.94
"Not.Reported",1493.11623298377,"Satch_mamm_ssp126_mean",0.0685,"ssp126",7465.58
"Outside.PA",16472.0474630665,"Satch_mamm_ssp126_mean",0.7559,"ssp126",82360.24
"Presence",21791,"Satch_mamm_ssp126_mean",1,"ssp126",108955
"Protected",3573.03692852708,"Satch_mamm_ssp126_mean",0.164,"ssp126",17865.18
"Unprotected",18217.9630714729,"Satch_mamm_ssp126_mean",0.836,"ssp126",91089.82
"V",2926.9120182897,"Satch_mamm_ssp126_mean",0.1343,"ssp126",14634.56
"VI",17.0683982336923,"Satch_mamm_ssp126_mean",8e-04,"ssp126",85.34
"Ia",1.0416938051294,"Satch_mamm_ssp370_mean",0,"ssp370",5.21
"Ib",0.00690112030133605,"Satch_mamm_ssp370_mean",0,"ssp370",0.03
"II",32.8303198553358,"Satch_mamm_ssp370_mean",0.0016,"ssp370",164.15
"III",1.25771111007134,"Satch_mamm_ssp370_mean",1e-04,"ssp370",6.29
"IV",572.790244293645,"Satch_mamm_ssp370_mean",0.0271,"ssp370",2863.95
"Not.Applicable",14.4104527204709,"Satch_mamm_ssp370_mean",7e-04,"ssp370",72.05
"Not.Assigned",241.28064455704,"Satch_mamm_ssp370_mean",0.0114,"ssp370",1206.4
"Not.Reported",1437.50294535693,"Satch_mamm_ssp370_mean",0.0679,"ssp370",7187.51
"Outside.PA",15996.0172770164,"Satch_mamm_ssp370_mean",0.7557,"ssp370",79980.09
"Presence",21168,"Satch_mamm_ssp370_mean",1,"ssp370",105840
"Protected",3478.78868034913,"Satch_mamm_ssp370_mean",0.1643,"ssp370",17393.94
"Unprotected",17689.2113196509,"Satch_mamm_ssp370_mean",0.8357,"ssp370",88446.06
"V",2855.97085177749,"Satch_mamm_ssp370_mean",0.1349,"ssp370",14279.85
"VI",14.8909583871573,"Satch_mamm_ssp370_mean",7e-04,"ssp370",74.45
"Ia",0.962694950780133,"Satch_mamm_ssp585_mean",0,"ssp585",4.81
"Ib",0.00690112030133605,"Satch_mamm_ssp585_mean",0,"ssp585",0.03
"II",33.1386504244028,"Satch_mamm_ssp585_mean",0.0017,"ssp585",165.69
"III",0.962807411344784,"Satch_mamm_ssp585_mean",0,"ssp585",4.81
"IV",538.545159374215,"Satch_mamm_ssp585_mean",0.027,"ssp585",2692.73
"Not.Applicable",13.4978692501263,"Satch_mamm_ssp585_mean",7e-04,"ssp585",67.49
"Not.Assigned",236.586432882651,"Satch_mamm_ssp585_mean",0.0119,"ssp585",1182.93
"Not.Reported",1329.42723802204,"Satch_mamm_ssp585_mean",0.0667,"ssp585",6647.14
"Outside.PA",15080.2718161667,"Satch_mamm_ssp585_mean",0.757,"ssp585",75401.36
"Presence",19922,"Satch_mamm_ssp585_mean",1,"ssp585",99610
"Protected",3262.21664367848,"Satch_mamm_ssp585_mean",0.1637,"ssp585",16311.08
"Unprotected",16659.7833563215,"Satch_mamm_ssp585_mean",0.8363,"ssp585",83298.92
"V",2673.57151818069,"Satch_mamm_ssp585_mean",0.1342,"ssp585",13367.86
"VI",15.0289122167378,"Satch_mamm_ssp585_mean",8e-04,"ssp585",75.14
"Ia",40.1253556422728,"_Mean",0.000552631578947368,"ssp126",200.626842105263
"Ia",40.4827622620469,"_Mean",0.000568421052631579,"ssp370",202.413157894737
"Ia",41.8328146551164,"_Mean",0.000578947368421053,"ssp585",209.163684210526
"Ib",76.4605864565049,"_Mean",0.000947368421052632,"ssp126",382.303157894737
"Ib",76.5591670231899,"_Mean",0.000947368421052632,"ssp370",382.795789473684
"Ib",78.0569296707454,"_Mean",0.000963157894736842,"ssp585",390.284736842105
"II",445.191728587203,"_Mean",0.00654210526315789,"ssp126",2225.95894736842
"II",435.526984413511,"_Mean",0.00644736842105263,"ssp370",2177.63421052632
"II",433.274212065088,"_Mean",0.00657368421052632,"ssp585",2166.37210526316
"III",27.7711830690162,"_Mean",0.000415789473684211,"ssp126",138.856315789474
"III",27.4099486715885,"_Mean",0.000410526315789474,"ssp370",137.048421052632
"III",27.1424541106837,"_Mean",0.000594736842105263,"ssp585",135.711578947368
"IV",1657.2337093076,"_Mean",0.0275526315789474,"ssp126",8286.16894736842
"IV",1602.89090542798,"_Mean",0.0270947368421053,"ssp370",8014.45421052632
"IV",1519.68629904113,"_Mean",0.0266368421052632,"ssp585",7598.43157894737
"Not.Applicable",162.82865640519,"_Mean",0.00245263157894737,"ssp126",814.143684210526
"Not.Applicable",166.931296154087,"_Mean",0.00255789473684211,"ssp370",834.656315789474
"Not.Applicable",164.515318237331,"_Mean",0.00256315789473684,"ssp585",822.575263157895
"Not.Assigned",1039.68443789022,"_Mean",0.0173473684210526,"ssp126",5198.42105263158
"Not.Assigned",1034.46052505336,"_Mean",0.0176473684210526,"ssp370",5172.30210526316
"Not.Assigned",1020.99465014454,"_Mean",0.0180578947368421,"ssp585",5104.97368421053
"Not.Reported",8586.85045455053,"_Mean",0.143678947368421,"ssp126",42934.2521052632
"Not.Reported",8475.48571657668,"_Mean",0.140921052631579,"ssp370",42377.4278947368
"Not.Reported",8323.50315396673,"_Mean",0.154889473684211,"ssp585",41617.5157894737
"Outside.PA",35892.1656653229,"_Mean",0.653926315789474,"ssp126",179460.828947368
"Outside.PA",35283.7895781936,"_Mean",0.657905263157895,"ssp370",176418.947894737
"Outside.PA",34119.1532324272,"_Mean",0.637342105263158,"ssp585",170595.767368421
"Presence",56653.2631578947,"_Mean",1,"ssp126",283266.315789474
"Presence",55665.4210526316,"_Mean",1,"ssp370",278327.105263158
"Presence",53961.6315789474,"_Mean",1,"ssp585",269808.157894737
"Protected",10971.7339437259,"_Mean",0.182594736842105,"ssp126",54858.67
"Protected",10704.7539366539,"_Mean",0.180968421052632,"ssp370",53523.7689473684
"Protected",10333.4652241716,"_Mean",0.187147368421053,"ssp585",51667.3268421053
"Unprotected",45681.5292141689,"_Mean",0.817405263157895,"ssp126",228407.645789474
"Unprotected",44960.6671159777,"_Mean",0.819031578947368,"ssp370",224803.336315789
"Unprotected",43628.1663547758,"_Mean",0.812852631578947,"ssp585",218140.831052632
"V",8533.38834554413,"_Mean",0.143710526315789,"ssp126",42666.9410526316
"V",8331.7000604278,"_Mean",0.142626315789474,"ssp370",41658.5005263158
"V",8048.36622152357,"_Mean",0.148894736842105,"ssp585",40241.8310526316
"VI",191.563035119122,"_Mean",0.00286315789473684,"ssp126",957.814210526316
"VI",190.184108427749,"_Mean",0.00290526315789474,"ssp370",950.92052631579
"VI",185.106293105264,"_Mean",0.00290526315789474,"ssp585",925.53052631579
